Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
2250	-994.0108	-1010.173	16.16266	0.03092408	0.146903	0.000598994	0.000598994	0.000590433	0.000590433	0.000583547	0.000583547	0.000590372	0.000590372	0.00107451	0.00107451	0.275361	0.00108268	0.00108268	0.00107005	0.00107005	0.00108257	0.00108257	0.000776431	0.000776431	0.000793681	0.000793681	0.19613	0.000773214	0.000773214	0.000782257	0.000782257	0.000881993	0.000881993	0.000901589	0.000901589	0.000888702	0.000888702	0.220198	0.000888611	0.000888611	0.000968286	0.000968286	0.000989799	0.000989799	0.000975651	0.000975651	0.000964274	0.000964274	0.244569	0.000679979	0.0029168	0.00144578	0.000262795	0.00143542	0.00675386	0.0283414	0.0142518	0.00262106	0.0141511	0.0001870316	1.50567	2.76095	1.99505	2.26629	2.48802	1.50567	2.76095	1.99505	2.26629	2.48802	0.15163	0.283981	0.202381	0.22732	0.252365
2260	-991.7045	-1007.081	15.37651	0.02734759	0.134809	0.000476259	0.000476259	0.000485952	0.000485952	0.000471139	0.000471139	0.000482339	0.000482339	0.00108418	0.00108418	0.310087	0.001112	0.001112	0.0010781	0.0010781	0.00110373	0.00110373	0.000581601	0.000581601	0.000584627	0.000584627	0.16973	0.000578342	0.000578342	0.000592091	0.000592091	0.000792255	0.000792255	0.000796377	0.000796377	0.000812586	0.000812586	0.224157	0.000806544	0.000806544	0.000836169	0.000836169	0.000840519	0.000840519	0.000857626	0.000857626	0.000831483	0.000831483	0.242206	0.000840631	0.00136527	0.00342836	0.000275597	0.00265938	0.00833623	0.0134688	0.0331472	0.0027484	0.0259049	0.0002850461	1.37444	3.14512	1.68718	2.29827	2.42566	1.37444	3.14512	1.68718	2.29827	2.42566	0.13864	0.318843	0.174403	0.230573	0.248938
2270	-998.4289	-1010.936	12.50693	0.03846306	0.124453	0.000622701	0.000622701	0.000625762	0.000625762	0.000617974	0.000617974	0.0006267	0.0006267	0.00158067	0.00158067	0.316329	0.00158948	0.00158948	0.0015697	0.0015697	0.00159187	0.00159187	0.00113493	0.00113493	0.00113568	0.00113568	0.228242	0.00112705	0.00112705	0.00114297	0.00114297	0.00110835	0.00110835	0.00110908	0.00110908	0.00111454	0.00111454	0.220124	0.00111621	0.00111621	0.00118959	0.00118959	0.00119037	0.00119037	0.00119622	0.00119622	0.00118134	0.00118134	0.239594	0.000870068	0.000936538	0.00143269	0.000170264	0.0015847	0.00862564	0.00927848	0.0141246	0.00169974	0.0155998	0.0005516585	1.28315	3.2593	2.3402	2.2854	2.45291	1.28315	3.2593	2.3402	2.2854	2.45291	0.129439	0.328992	0.237324	0.22902	0.249109
2280	-993.6093	-1008.838	15.22831	0.02723758	0.13664	0.00048292	0.00048292	0.000490068	0.000490068	0.00047669	0.00047669	0.000481371	0.000481371	0.00115088	0.00115088	0.332036	0.00117934	0.00117934	0.00114714	0.00114714	0.00115841	0.00115841	0.000591137	0.000591137	0.000596917	0.000596917	0.17307	0.000589216	0.000589216	0.000595002	0.000595002	0.000816846	0.000816846	0.000824832	0.000824832	0.00083704	0.00083704	0.232624	0.000822187	0.000822187	0.000867666	0.000867666	0.000876149	0.000876149	0.000889117	0.000889117	0.000864846	0.000864846	0.249523	0.000495264	0.00147786	0.00297976	0.00016865	0.00115235	0.00492823	0.0145634	0.0289354	0.00168367	0.0113922	0.0002761956	1.39774	3.36363	1.72768	2.38735	2.53588	1.39774	3.36363	1.72768	2.38735	2.53588	0.140502	0.341308	0.177815	0.239226	0.256519
2290	-991.346	-1006.771	15.42528	0.02410947	0.1278	0.000400502	0.000400502	0.000399194	0.000399194	0.000392391	0.000392391	0.000397905	0.000397905	0.000883424	0.000883424	0.290303	0.000893565	0.000893565	0.000878338	0.000878338	0.000890681	0.000890681	0.000629855	0.000629855	0.000639174	0.000639174	0.206301	0.000626229	0.000626229	0.000635029	0.000635029	0.000682147	0.000682147	0.00069224	0.00069224	0.000689978	0.000689978	0.219621	0.000687751	0.000687751	0.000763431	0.000763431	0.000774726	0.000774726	0.000772195	0.000772195	0.000759036	0.000759036	0.249245	0.000896591	0.00238937	0.00205489	0.000315764	0.00172544	0.00888624	0.0233362	0.0201351	0.0031477	0.0169618	0.0002768578	1.29793	2.90533	2.07141	2.24339	2.51071	1.29793	2.90533	2.07141	2.24339	2.51071	0.13098	0.297395	0.211361	0.225125	0.255384
2300	-997.9476	-1009.468	11.52003	0.01748812	0.140558	0.00031573	0.00031573	0.000326913	0.000326913	0.000311793	0.000311793	0.000313219	0.000313219	0.000711812	0.000711812	0.322994	0.000744091	0.000744091	0.000709676	0.000709676	0.000712922	0.000712922	0.000375891	0.000375891	0.000379495	0.000379495	0.176607	0.000374763	0.000374763	0.000376477	0.000376477	0.00048691	0.00048691	0.000491578	0.000491578	0.00050899	0.00050899	0.218186	0.000487669	0.000487669	0.000623819	0.000623819	0.0006298	0.0006298	0.000652107	0.000652107	0.000621947	0.000621947	0.280815	0.000525299	0.00148903	0.00508375	0.000223559	0.000681967	0.00522554	0.0146719	0.0483781	0.00223061	0.00677347	0.0006698387	1.42313	3.23919	1.71054	2.21575	2.83877	1.42313	3.23919	1.71054	2.21575	2.83877	0.143094	0.328751	0.17962	0.222137	0.28587
2310	-994.2833	-1010.396	16.11269	0.04626689	0.130312	0.000798512	0.000798512	0.000790975	0.000790975	0.000788414	0.000788414	0.00079729	0.00079729	0.00171517	0.00171517	0.285823	0.00171685	0.00171685	0.00171129	0.00171129	0.00173055	0.00173055	0.00129987	0.00129987	0.00131354	0.00131354	0.214571	0.00129693	0.00129693	0.00131153	0.00131153	0.00122916	0.00122916	0.00124208	0.00124208	0.00123036	0.00123036	0.202241	0.00124018	0.00124018	0.00141251	0.00141251	0.00142736	0.00142736	0.00141389	0.00141389	0.00140931	0.00140931	0.235026	0.000611146	0.00166942	0.000709748	0.000383624	0.00151381	0.00607434	0.0164201	0.00704746	0.00382158	0.0149124	0.0001772554	1.35804	2.94768	2.23394	2.11242	2.42753	1.35804	2.94768	2.23394	2.11242	2.42753	0.136662	0.299571	0.225014	0.212125	0.246352
2320	-994.2572	-1010.077	15.8201	0.02385607	0.133692	0.000411348	0.000411348	0.000412103	0.000412103	0.000405727	0.000405727	0.00040843	0.00040843	0.000961541	0.000961541	0.317016	0.000970224	0.000970224	0.000955215	0.000955215	0.000961577	0.000961577	0.000714216	0.000714216	0.000719346	0.000719346	0.235906	0.000709518	0.000709518	0.000714243	0.000714243	0.000664767	0.000664767	0.000669541	0.000669541	0.00067077	0.00067077	0.216176	0.000664792	0.000664792	0.000775255	0.000775255	0.000780823	0.000780823	0.000782256	0.000782256	0.000770155	0.000770155	0.253785	0.0010228	0.0017484	0.00193515	0.000358246	0.00102662	0.0101244	0.0171836	0.0189841	0.00356967	0.0101619	0.0001729407	1.35573	3.19183	2.37083	2.20669	2.57345	1.35573	3.19183	2.37083	2.20669	2.57345	0.136967	0.324713	0.241621	0.221516	0.260002
2330	-998.0362	-1012.9	14.86406	0.02961566	0.142752	0.000548431	0.000548431	0.000565278	0.000565278	0.00053965	0.00053965	0.000550836	0.000550836	0.001089	0.001089	0.287472	0.00113038	0.00113038	0.00107913	0.00107913	0.0011015	0.0011015	0.000684303	0.000684303	0.000689131	0.000689131	0.186189	0.000678098	0.000678098	0.000692153	0.000692153	0.000776177	0.000776177	0.000781652	0.000781652	0.000805664	0.000805664	0.201612	0.00078508	0.00078508	0.000866707	0.000866707	0.000872822	0.000872822	0.000899634	0.000899634	0.000858847	0.000858847	0.229794	0.00121323	0.00192726	0.00505834	0.000295358	0.00237423	0.0119869	0.0189082	0.048148	0.00294488	0.0231917	6.273446e-05	1.45345	2.90644	1.82633	2.07153	2.31315	1.45345	2.90644	1.82633	2.07153	2.31315	0.14716	0.296272	0.191676	0.207909	0.23679
2340	-991.8393	-1007.648	15.80912	0.03218967	0.134522	0.000559806	0.000559806	0.000560256	0.000560256	0.00055403	0.00055403	0.000560731	0.000560731	0.00131304	0.00131304	0.316119	0.00131533	0.00131533	0.00130072	0.00130072	0.00131645	0.00131645	0.000929639	0.000929639	0.000930516	0.000930516	0.223994	0.000920914	0.000920914	0.000932053	0.000932053	0.000903671	0.000903671	0.000904523	0.000904523	0.00090525	0.00090525	0.215317	0.000906017	0.000906017	0.000990364	0.000990364	0.000991298	0.000991298	0.000992094	0.000992094	0.000981069	0.000981069	0.238828	0.00114349	0.00123887	0.00132021	0.00019423	0.00140606	0.0113056	0.0122371	0.01303	0.00193854	0.0138657	0.0001170716	1.37424	3.22636	2.28428	2.22048	2.43349	1.37424	3.22636	2.28428	2.22048	2.43349	0.138991	0.32661	0.23142	0.222556	0.246737
2350	-994.6785	-1010.991	16.3121	0.0259847	0.133801	0.000451836	0.000451836	0.000463878	0.000463878	0.000443975	0.000443975	0.000452054	0.000452054	0.000961613	0.000961613	0.29201	0.000999731	0.000999731	0.000956837	0.000956837	0.000974248	0.000974248	0.000593353	0.000593353	0.000600859	0.000600859	0.184984	0.000590407	0.000590407	0.00060115	0.00060115	0.000731604	0.000731604	0.000740859	0.000740859	0.000760605	0.000760605	0.218299	0.000741217	0.000741217	0.0007567	0.0007567	0.000766272	0.000766272	0.000786695	0.000786695	0.000752942	0.000752942	0.229896	0.000637327	0.00191042	0.00462658	0.000137569	0.00195969	0.00633291	0.0187461	0.0442199	0.0013738	0.0192202	0.0001664579	1.365	2.9418	1.81521	2.23815	2.31492	1.365	2.9418	1.81521	2.23815	2.31492	0.137424	0.299795	0.189756	0.224248	0.236021
2360	-994.4516	-1010.121	15.66963	0.03468914	0.113725	0.000509996	0.000509996	0.00051363	0.00051363	0.000508062	0.000508062	0.000514147	0.000514147	0.00155732	0.00155732	0.34611	0.00156579	0.00156579	0.00154882	0.00154882	0.00156737	0.00156737	0.000888854	0.000888854	0.000887368	0.000887368	0.198953	0.000884003	0.000884003	0.000894591	0.000894591	0.000866107	0.000866107	0.000864659	0.000864659	0.00087082	0.00087082	0.19176	0.000871697	0.000871697	0.00114018	0.00114018	0.00113828	0.00113828	0.00114639	0.00114639	0.00113396	0.00113396	0.255465	0.00093168	0.000762924	0.00148091	0.00038083	0.00158311	0.0092308	0.00757147	0.0145929	0.00379385	0.0155844	0.0001106113	1.16725	3.55833	2.03095	1.97898	2.60521	1.16725	3.55833	2.03095	1.97898	2.60521	0.117817	0.358589	0.206063	0.198707	0.264583
2370	-991.4341	-1007.124	15.68967	0.03053508	0.12997	0.000518387	0.000518387	0.000516997	0.000516997	0.000508929	0.000508929	0.000515483	0.000515483	0.00116247	0.00116247	0.299116	0.00117449	0.00117449	0.00115616	0.00115616	0.00117105	0.00117105	0.000750757	0.000750757	0.000760558	0.000760558	0.192659	0.000746682	0.000746682	0.000756298	0.000756298	0.000914609	0.000914609	0.000926549	0.000926549	0.000924066	0.000924066	0.231044	0.00092136	0.00092136	0.000968523	0.000968523	0.000981167	0.000981167	0.000978538	0.000978538	0.000963266	0.000963266	0.247815	0.000694706	0.00200926	0.00173586	0.000148102	0.00143791	0.00689914	0.0196968	0.0170625	0.00147883	0.0141753	0.0002343444	1.33139	3.0246	1.95337	2.37969	2.51996	1.33139	3.0246	1.95337	2.37969	2.51996	0.13409	0.308444	0.198688	0.238417	0.255598
2380	-994.0862	-1008.806	14.71953	0.03015969	0.117669	0.000462994	0.000462994	0.000467461	0.000467461	0.000456564	0.000456564	0.000461276	0.000461276	0.00112489	0.00112489	0.292921	0.00114963	0.00114963	0.00112283	0.00112283	0.00113442	0.00113442	0.000636613	0.000636613	0.000644396	0.000644396	0.167373	0.000635446	0.000635446	0.000642004	0.000642004	0.00083931	0.00083931	0.000849571	0.000849571	0.000857767	0.000857767	0.215521	0.000846418	0.000846418	0.000964733	0.000964733	0.000976527	0.000976527	0.000985948	0.000985948	0.000962965	0.000962965	0.250284	0.000528956	0.00175794	0.00273966	0.000344714	0.00138033	0.00526172	0.0172757	0.026666	0.0034353	0.0136154	0.0003620615	1.2069	2.96812	1.67976	2.2146	2.54553	1.2069	2.96812	1.67976	2.2146	2.54553	0.121366	0.301984	0.17249	0.222307	0.258064
2390	-993.3947	-1009.095	15.70027	0.04148247	0.136044	0.000734674	0.000734674	0.000740283	0.000740283	0.00073176	0.00073176	0.000734482	0.000734482	0.00180778	0.00180778	0.333588	0.00181839	0.00181839	0.00179746	0.00179746	0.00180414	0.00180414	0.000890486	0.000890486	0.000888929	0.000888929	0.165575	0.000885402	0.000885402	0.000888696	0.000888696	0.00117447	0.00117447	0.00117241	0.00117241	0.00118136	0.00118136	0.215863	0.0011721	0.0011721	0.001513	0.001513	0.00151036	0.00151036	0.00152189	0.00152189	0.00150437	0.00150437	0.27912	0.000898983	0.000722564	0.00149155	0.000322947	0.000696158	0.00890973	0.0071738	0.0146963	0.00321907	0.00691345	0.0001218562	1.40667	3.45528	1.70202	2.24481	2.89187	1.40667	3.45528	1.70202	2.24481	2.89187	0.141927	0.348044	0.172682	0.225264	0.291219
2400	-997.7802	-1013.615	15.83441	0.03150749	0.114591	0.000464195	0.000464195	0.000476786	0.000476786	0.000458208	0.000458208	0.000472232	0.000472232	0.00119372	0.00119372	0.292413	0.00122137	0.00122137	0.00117378	0.00117378	0.00120971	0.00120971	0.000566837	0.000566837	0.000564651	0.000564651	0.142618	0.000557368	0.000557368	0.000574428	0.000574428	0.00083811	0.00083811	0.000834878	0.000834878	0.000857523	0.000857523	0.202655	0.000849334	0.000849334	0.000916571	0.000916571	0.000913037	0.000913037	0.000937803	0.000937803	0.000901261	0.000901261	0.228411	0.00205061	0.00165712	0.00441446	0.00034597	0.00341723	0.020094	0.0163011	0.0422783	0.00344777	0.0330432	0.0002647063	1.15941	2.97004	1.41032	2.08527	2.28048	1.15941	2.97004	1.41032	2.08527	2.28048	0.118334	0.30201	0.147145	0.209415	0.235748
2410	-995.2009	-1009.828	14.6269	0.02583605	0.13714	0.000454909	0.000454909	0.00046311	0.00046311	0.000449265	0.000449265	0.000453353	0.000453353	0.00104111	0.00104111	0.314231	0.00106051	0.00106051	0.0010288	0.0010288	0.00103816	0.00103816	0.000667864	0.000667864	0.000668257	0.000668257	0.20521	0.000659965	0.000659965	0.000665971	0.000665971	0.00071735	0.00071735	0.000717772	0.000717772	0.000730711	0.000730711	0.213826	0.000715316	0.000715316	0.000828937	0.000828937	0.000829425	0.000829425	0.000844378	0.000844378	0.000819133	0.000819133	0.249336	0.00145983	0.00151951	0.00334966	0.000259817	0.00117223	0.0143883	0.0149676	0.0324109	0.00259144	0.0115865	0.0003505685	1.38752	3.17737	2.03825	2.18928	2.52983	1.38752	3.17737	2.03825	2.18928	2.52983	0.140782	0.322568	0.210534	0.219588	0.25598
2420	-991.7493	-1006.784	15.03445	0.02937197	0.130037	0.00048982	0.00048982	0.000495576	0.000495576	0.000487641	0.000487641	0.000492129	0.000492129	0.00130686	0.00130686	0.344048	0.00131669	0.00131669	0.00129561	0.00129561	0.00130753	0.00130753	0.000747127	0.000747127	0.000744002	0.000744002	0.199002	0.000740693	0.000740693	0.000747509	0.000747509	0.000802384	0.000802384	0.000799028	0.000799028	0.000808417	0.000808417	0.210298	0.000802795	0.000802795	0.000937958	0.000937958	0.000934036	0.000934036	0.000945011	0.000945011	0.000929881	0.000929881	0.248094	0.00115307	0.000730034	0.00191367	0.000282	0.00120485	0.0113992	0.00724743	0.0187774	0.00281207	0.011905	0.0002898592	1.32445	3.5189	2.01174	2.16053	2.52558	1.32445	3.5189	2.01174	2.16053	2.52558	0.133967	0.354501	0.204961	0.216724	0.255587
2430	-990.0482	-1005.891	15.84296	0.0367076	0.128608	0.000612105	0.000612105	0.000616403	0.000616403	0.000606665	0.000606665	0.00061308	0.00061308	0.00149836	0.00149836	0.314311	0.00150767	0.00150767	0.00148385	0.00148385	0.00149954	0.00149954	0.000899349	0.000899349	0.000898624	0.000898624	0.189981	0.000890638	0.000890638	0.000900056	0.000900056	0.00100803	0.00100803	0.00100721	0.00100721	0.00101429	0.00101429	0.209574	0.00100882	0.00100882	0.00124414	0.00124414	0.00124314	0.00124314	0.00125187	0.00125187	0.00123209	0.00123209	0.261399	0.00133215	0.00125049	0.00196156	0.000350651	0.00141179	0.0131463	0.0123504	0.0192382	0.00349426	0.0139213	0.0001987141	1.31754	3.22258	1.93426	2.168	2.67582	1.31754	3.22258	1.93426	2.168	2.67582	0.133505	0.326289	0.197158	0.21765	0.271341
2440	-997.777	-1013.565	15.78793	0.02597145	0.132464	0.000442393	0.000442393	0.000448773	0.000448773	0.000438057	0.000438057	0.000449415	0.000449415	0.000931816	0.000931816	0.280139	0.000947166	0.000947166	0.000924549	0.000924549	0.000948521	0.000948521	0.000655138	0.000655138	0.000656462	0.000656462	0.199799	0.000650028	0.000650028	0.000666882	0.000666882	0.000695901	0.000695901	0.000697307	0.000697307	0.000707364	0.000707364	0.207163	0.000708376	0.000708376	0.000772812	0.000772812	0.000774375	0.000774375	0.000785543	0.000785543	0.000766785	0.000766785	0.236024	0.00113986	0.00134431	0.00280592	0.000351057	0.00295299	0.0112701	0.0132647	0.0272933	0.00349829	0.0286829	0.0002575286	1.34463	2.83793	1.99528	2.11943	2.35367	1.34463	2.83793	1.99528	2.11943	2.35367	0.136021	0.287643	0.205056	0.212781	0.242223
2450	-994.2558	-1009.978	15.72248	0.03110312	0.140628	0.000569553	0.000569553	0.000568434	0.000568434	0.000562747	0.000562747	0.000573198	0.000573198	0.00131621	0.00131621	0.331065	0.00132585	0.00132585	0.00131259	0.00131259	0.00133696	0.00133696	0.000946464	0.000946464	0.000955276	0.000955276	0.237595	0.00094386	0.00094386	0.000961388	0.000961388	0.000839596	0.000839596	0.000847412	0.000847412	0.000845748	0.000845748	0.208659	0.000852835	0.000852835	0.00100254	0.00100254	0.00101188	0.00101188	0.00100989	0.00100989	0.000999783	0.000999783	0.253782	0.000573994	0.00151036	0.00131091	0.00029727	0.00215989	0.00570718	0.0148789	0.0129395	0.00296389	0.0211423	0.0001308893	1.44314	3.36609	2.4205	2.14719	2.56391	1.44314	3.36609	2.4205	2.14719	2.56391	0.145176	0.341648	0.245209	0.21543	0.26183
2460	-991.629	-1007.318	15.68942	0.03567871	0.128189	0.000599868	0.000599868	0.000603241	0.000603241	0.000592079	0.000592079	0.000596713	0.000596713	0.00133358	0.00133358	0.291763	0.00135694	0.00135694	0.00133184	0.00133184	0.00134226	0.00134226	0.000925486	0.000925486	0.000936436	0.000936436	0.203618	0.000924277	0.000924277	0.000931511	0.000931511	0.000939562	0.000939562	0.000950679	0.000950679	0.000956025	0.000956025	0.20289	0.000945679	0.000945679	0.00118091	0.00118091	0.00119488	0.00119488	0.0012016	0.0012016	0.00117937	0.00117937	0.257003	0.000539403	0.00172898	0.002301	0.000408072	0.00119393	0.00536509	0.0169959	0.0224924	0.00406414	0.0117984	0.0002414545	1.32218	2.97415	2.06402	2.09542	2.63367	1.32218	2.97415	2.06402	2.09542	2.63367	0.132972	0.302492	0.211053	0.210474	0.266516
2470	-994.3184	-1008.273	13.95444	0.02078233	0.131538	0.000349803	0.000349803	0.000354784	0.000354784	0.000344371	0.000344371	0.000349116	0.000349116	0.000811868	0.000811868	0.306766	0.000825416	0.000825416	0.000801189	0.000801189	0.000812228	0.000812228	0.000471823	0.000471823	0.000472962	0.000472962	0.180818	0.000465617	0.000465617	0.000472032	0.000472032	0.000589044	0.000589044	0.000590465	0.000590465	0.000598874	0.000598874	0.219115	0.000589305	0.000589305	0.000686531	0.000686531	0.000688187	0.000688187	0.000697987	0.000697987	0.000677501	0.000677501	0.258897	0.00169284	0.00193822	0.00338984	0.000355268	0.00173794	0.0166466	0.0190137	0.032787	0.0035401	0.0170825	0.0004297458	1.32094	3.0732	1.78601	2.22973	2.59875	1.32094	3.0732	1.78601	2.22973	2.59875	0.134334	0.313267	0.184583	0.22385	0.264398
2480	-999.1525	-1015.639	16.48673	0.03042607	0.133357	0.000532922	0.000532922	0.000561103	0.000561103	0.000521965	0.000521965	0.000527897	0.000527897	0.00108105	0.00108105	0.280766	0.00115957	0.00115957	0.00107869	0.00107869	0.00109095	0.00109095	0.000435102	0.000435102	0.000443265	0.000443265	0.118978	0.000434151	0.000434151	0.000439085	0.000439085	0.00076412	0.00076412	0.000778457	0.000778457	0.000819621	0.000819621	0.194374	0.000771116	0.000771116	0.000907092	0.000907092	0.000924111	0.000924111	0.000972977	0.000972977	0.00090511	0.00090511	0.233364	0.000535589	0.00242185	0.00783789	0.000315993	0.00145601	0.00532736	0.0236459	0.0726821	0.00314998	0.0143511	0.0001319772	1.36809	2.82729	1.13793	1.99842	2.37233	1.36809	2.82729	1.13793	1.99842	2.37233	0.137645	0.289586	0.122481	0.20064	0.240783
2490	-994.3561	-1010.237	15.88118	0.0352642	0.142304	0.000655532	0.000655532	0.000664018	0.000664018	0.00064627	0.00064627	0.000655953	0.000655953	0.00125752	0.00125752	0.277472	0.00128423	0.00128423	0.0012499	0.0012499	0.00126863	0.00126863	0.000735198	0.000735198	0.000741218	0.000741218	0.164322	0.000730745	0.000730745	0.000741693	0.000741693	0.000942882	0.000942882	0.000950602	0.000950602	0.000962908	0.000962908	0.205108	0.000951211	0.000951211	0.00104158	0.00104158	0.00105011	0.00105011	0.0010637	0.0010637	0.00103527	0.00103527	0.229973	0.0010379	0.00186514	0.00318384	0.0004258	0.00193045	0.0102724	0.0183099	0.030856	0.00423995	0.0189389	0.0002609568	1.4599	2.82349	1.65073	2.11704	2.33864	1.4599	2.82349	1.65073	2.11704	2.33864	0.147548	0.287593	0.17022	0.212723	0.238354
2500	-998.419	-1014.748	16.32863	0.03124005	0.13444	0.000548227	0.000548227	0.00054704	0.00054704	0.000539468	0.000539468	0.00055359	0.00055359	0.00118674	0.00118674	0.297837	0.00119796	0.00119796	0.00118138	0.00118138	0.0012123	0.0012123	0.000595874	0.000595874	0.000602811	0.000602811	0.149223	0.000593179	0.000593179	0.000608708	0.000608708	0.000797963	0.000797963	0.000807253	0.000807253	0.000805504	0.000805504	0.197065	0.000815149	0.000815149	0.000770234	0.000770234	0.000779202	0.000779202	0.000777514	0.000777514	0.000766751	0.000766751	0.195196	0.00081812	0.00199188	0.00177101	0.000362198	0.00298952	0.00811482	0.0195298	0.0174019	0.00360891	0.0290275	0.0002200854	1.37649	3.01437	1.51354	2.02685	1.95642	1.37649	3.01437	1.51354	2.02685	1.95642	0.138817	0.307393	0.154024	0.203516	0.201384
2510	-997.4368	-1012.732	15.29539	0.02695615	0.126806	0.000444277	0.000444277	0.000453007	0.000453007	0.000434708	0.000434708	0.000445296	0.000445296	0.000946436	0.000946436	0.276525	0.000976386	0.000976386	0.000936945	0.000936945	0.000959764	0.000959764	0.000576834	0.000576834	0.00058362	0.00058362	0.171848	0.00057105	0.00057105	0.000584958	0.000584958	0.000779079	0.000779079	0.000788243	0.000788243	0.000803732	0.000803732	0.222725	0.00079005	0.00079005	0.000858162	0.000858162	0.000868257	0.000868257	0.000885318	0.000885318	0.000849556	0.000849556	0.251308	0.00143913	0.00263238	0.00464908	0.000421854	0.00286762	0.0141871	0.0256486	0.0444254	0.00420082	0.0278768	0.0003119951	1.2847	2.76897	1.68763	2.27933	2.51071	1.2847	2.76897	1.68763	2.27933	2.51071	0.130361	0.284164	0.176481	0.229047	0.258231
