Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_prop[1]	delta_prop[2]	delta_prop[3]	delta_prop[4]	delta_prop[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
3270	-990.021	-1005.483	15.46231	0.02416705	0.138503	0.000432938	0.000432938	0.000434423	0.000434423	0.000427956	0.000427956	0.000433116	0.000433116	0.00095399	0.00095399	0.311167	0.000966584	0.000966584	0.000952194	0.000952194	0.000963676	0.000963676	0.000577967	0.000577967	0.000583594	0.000583594	0.189165	0.000576879	0.000576879	0.000583835	0.000583835	0.000731908	0.000731908	0.000739034	0.000739034	0.00074157	0.00074157	0.235983	0.000739339	0.000739339	0.000814836	0.000814836	0.00082277	0.00082277	0.000825593	0.000825593	0.000813303	0.000813303	0.265888	0.000399718	0.00137722	0.00172513	0.000210733	0.00141908	0.00398127	0.0135851	0.0169587	0.0021029	0.0139922	9.35597e-05	1.41368	3.14541	1.90562	2.41318	2.68661	1.41368	3.14541	1.90562	2.41318	2.68661	0.14196	0.31884	0.193809	0.241886	0.272441
3280	-993.9093	-1009.641	15.73215	0.03029688	0.130815	0.000512026	0.000512026	0.000517805	0.000517805	0.000503847	0.000503847	0.000509611	0.000509611	0.00118007	0.00118007	0.302832	0.00119604	0.00119604	0.0011638	0.0011638	0.00117711	0.00117711	0.00064978	0.00064978	0.000651224	0.000651224	0.16863	0.000640822	0.000640822	0.000648153	0.000648153	0.000783415	0.000783415	0.000785156	0.000785156	0.000794018	0.000794018	0.197831	0.000781452	0.000781452	0.000927787	0.000927787	0.000929849	0.000929849	0.000940344	0.000940344	0.000914996	0.000914996	0.236968	0.00185515	0.00208151	0.00323369	0.000450953	0.00159998	0.0182136	0.0203907	0.031324	0.00448929	0.0157479	0.000263985	1.32445	3.05926	1.68452	2.03096	2.40523	1.32445	3.05926	1.68452	2.03096	2.40523	0.134902	0.312266	0.17381	0.204119	0.244394
3290	-995.0678	-1010.144	15.0764	0.0297529	0.146942	0.000564113	0.000564113	0.000572223	0.000572223	0.00055958	0.00055958	0.000563232	0.000563232	0.00119997	0.00119997	0.313529	0.00121908	0.00121908	0.00119215	0.00119215	0.00119993	0.00119993	0.000590374	0.000590374	0.000591277	0.000591277	0.156471	0.000586526	0.000586526	0.000590355	0.000590355	0.000865003	0.000865003	0.000866327	0.000866327	0.000878782	0.000878782	0.224192	0.000864975	0.000864975	0.00105752	0.00105752	0.00105914	0.00105914	0.00107437	0.00107437	0.00105063	0.00105063	0.275879	0.00104692	0.00120153	0.00265647	0.000388344	0.00104361	0.0103607	0.0118727	0.0258773	0.00386842	0.0103284	7.746329e-05	1.49879	3.19307	1.57096	2.30174	2.81402	1.49879	3.19307	1.57096	2.30174	2.81402	0.15146	0.323151	0.161188	0.231143	0.284362
3300	-990.6439	-1006.471	15.82753	0.02057718	0.129371	0.000340317	0.000340317	0.000343108	0.000343108	0.000337418	0.000337418	0.000342214	0.000342214	0.00083582	0.00083582	0.318793	0.000844074	0.000844074	0.000830077	0.000830077	0.000841877	0.000841877	0.000517468	0.000517468	0.000518328	0.000518328	0.198988	0.000513912	0.000513912	0.000521218	0.000521218	0.000601723	0.000601723	0.000602723	0.000602723	0.000607666	0.000607666	0.22755	0.000606083	0.000606083	0.000698953	0.000698953	0.000700115	0.000700115	0.000705856	0.000705856	0.00069415	0.00069415	0.268076	0.000922119	0.00108993	0.00191883	0.000228666	0.00165344	0.00913693	0.0107818	0.0188271	0.00228145	0.0162654	0.0001815014	1.30882	3.21981	1.99343	2.318	2.69256	1.30882	3.21981	1.99343	2.318	2.69256	0.132097	0.325497	0.203129	0.232386	0.273674
3310	-992.1879	-1008.027	15.83912	0.02420169	0.130019	0.000404804	0.000404804	0.000403777	0.000403777	0.000400168	0.000400168	0.000404316	0.000404316	0.00101355	0.00101355	0.328316	0.00101528	0.00101528	0.0010062	0.0010062	0.00101663	0.00101663	0.000714119	0.000714119	0.000717153	0.000717153	0.230735	0.000708942	0.000708942	0.000716289	0.000716289	0.000688208	0.000688208	0.000691132	0.000691132	0.000689379	0.000689379	0.220376	0.000690299	0.000690299	0.00074429	0.00074429	0.000747453	0.000747453	0.000745557	0.000745557	0.000738894	0.000738894	0.240804	0.000978186	0.00140724	0.00115005	0.000246082	0.00128504	0.0096871	0.0138771	0.0113698	0.00245478	0.0126874	0.0001627148	1.31953	3.3179	2.33769	2.25287	2.43646	1.31953	3.3179	2.33769	2.25287	2.43646	0.133245	0.336419	0.236448	0.225894	0.246757
3320	-992.9782	-1008.393	15.41474	0.04325866	0.129189	0.000734596	0.000734596	0.000735471	0.000735471	0.000726278	0.000726278	0.000745438	0.000745438	0.00170222	0.00170222	0.303012	0.00171461	0.00171461	0.00169318	0.00169318	0.00173785	0.00173785	0.00110609	0.00110609	0.00111282	0.00111282	0.19713	0.00110022	0.00110022	0.00112924	0.00112924	0.00119166	0.00119166	0.00119891	0.00119891	0.00120034	0.00120034	0.209727	0.00121661	0.00121661	0.00127476	0.00127476	0.00128251	0.00128251	0.00128404	0.00128404	0.00126799	0.00126799	0.230269	0.000880309	0.00149404	0.00161493	0.000344832	0.00299207	0.00872627	0.0147204	0.0158926	0.00343647	0.0290515	0.0002797519	1.33852	3.12051	2.02769	2.18456	2.33689	1.33852	3.12051	2.02769	2.18456	2.33689	0.135073	0.316708	0.206027	0.219342	0.240488
3330	-993.5215	-1009.608	16.08694	0.02622849	0.138403	0.000470065	0.000470065	0.000467005	0.000467005	0.00046508	0.00046508	0.000471285	0.000471285	0.000988371	0.000988371	0.296128	0.000990537	0.000990537	0.000986453	0.000986453	0.000999614	0.000999614	0.000671899	0.000671899	0.000677782	0.000677782	0.199999	0.000670595	0.000670595	0.000679542	0.000679542	0.000697695	0.000697695	0.000703805	0.000703805	0.000699224	0.000699224	0.206822	0.000705632	0.000705632	0.000889203	0.000889203	0.000896989	0.000896989	0.000891151	0.000891151	0.000887477	0.000887477	0.267108	0.000687495	0.00156917	0.000908137	0.000492103	0.00183288	0.006828	0.0154493	0.00899964	0.00489693	0.0179989	0.0001549821	1.4116	2.99406	2.03538	2.11352	2.69365	1.4116	2.99406	2.03538	2.11352	2.69365	0.14215	0.304058	0.205399	0.212434	0.274238
3340	-993.4306	-1007.988	14.55699	0.02496947	0.130654	0.000418638	0.000418638	0.000418423	0.000418423	0.000414226	0.000414226	0.000416396	0.000416396	0.00097876	0.00097876	0.306049	0.000979193	0.000979193	0.000969371	0.000969371	0.00097445	0.00097445	0.000600269	0.000600269	0.000600844	0.000600844	0.187602	0.000594511	0.000594511	0.000597626	0.000597626	0.0006566	0.0006566	0.000657228	0.000657228	0.00065689	0.00065689	0.203149	0.000653709	0.000653709	0.000883433	0.000883433	0.000884278	0.000884278	0.000883823	0.000883823	0.000874959	0.000874959	0.274761	0.00122095	0.00131783	0.00126572	0.000250038	0.000775206	0.0120622	0.0130069	0.012499	0.00249415	0.00769243	0.0003586488	1.32383	3.09804	1.90001	2.07831	2.7963	1.32383	3.09804	1.90001	2.07831	2.7963	0.133989	0.313852	0.192388	0.208397	0.281814
3350	-992.1538	-1006.548	14.39449	0.0226822	0.137764	0.000400181	0.000400181	0.000406887	0.000406887	0.000396149	0.000396149	0.000398665	0.000398665	0.000927756	0.000927756	0.32021	0.00094452	0.00094452	0.000919592	0.000919592	0.000925434	0.000925434	0.000491217	0.000491217	0.00049185	0.00049185	0.172382	0.000486894	0.000486894	0.000489987	0.000489987	0.000631166	0.000631166	0.00063198	0.00063198	0.000642571	0.000642571	0.215648	0.000629586	0.000629586	0.000838745	0.000838745	0.000839828	0.000839828	0.000853902	0.000853902	0.000831365	0.000831365	0.288392	0.00111056	0.00124103	0.00293762	0.000220876	0.000857559	0.0109836	0.0122582	0.0285379	0.00220389	0.00850267	0.0003613805	1.39414	3.23625	1.71349	2.20167	2.92576	1.39414	3.23625	1.71349	2.20167	2.92576	0.140968	0.327644	0.176302	0.220719	0.295119
3360	-992.2987	-1008.032	15.73318	0.02287342	0.133801	0.00039547	0.00039547	0.000394332	0.000394332	0.00038969	0.00038969	0.000391336	0.000391336	0.000922222	0.000922222	0.318353	0.000928854	0.000928854	0.000917921	0.000917921	0.000921797	0.000921797	0.000569321	0.000569321	0.000575071	0.000575071	0.195965	0.000566666	0.000566666	0.000569059	0.000569059	0.000637003	0.000637003	0.000643437	0.000643437	0.000641584	0.000641584	0.216681	0.00063671	0.00063671	0.000873773	0.000873773	0.000882598	0.000882598	0.000880057	0.000880057	0.000869698	0.000869698	0.298475	0.000789333	0.00180725	0.00151418	0.000319321	0.000742934	0.00783151	0.0177517	0.0149159	0.00318304	0.00737455	0.0001772249	1.35861	3.20022	1.97561	2.21048	3.0321	1.35861	3.20022	1.97561	2.21048	3.0321	0.136943	0.325735	0.200525	0.221799	0.305488
3370	-992.8752	-1008.252	15.37695	0.01769421	0.143742	0.000323244	0.000323244	0.000326729	0.000326729	0.000321858	0.000321858	0.000323427	0.000323427	0.000790616	0.000790616	0.35069	0.000798132	0.000798132	0.000786234	0.000786234	0.000790067	0.000790067	0.00048775	0.00048775	0.000487135	0.000487135	0.218681	0.000485047	0.000485047	0.000487411	0.000487411	0.000491027	0.000491027	0.000490408	0.000490408	0.000495695	0.000495695	0.216869	0.000490686	0.000490686	0.000632034	0.000632034	0.000631238	0.000631238	0.000638042	0.000638042	0.000628531	0.000628531	0.280507	0.000798202	0.000671162	0.00175641	0.000239551	0.0007282	0.00791882	0.00666688	0.0172609	0.00238979	0.00722936	0.0002128104	1.45172	3.54627	2.18778	2.20248	2.83496	1.45172	3.54627	2.18778	2.20248	2.83496	0.146333	0.35702	0.222576	0.220805	0.285567
3380	-993.6259	-1009.27	15.64402	0.030685	0.135417	0.000541247	0.000541247	0.000538575	0.000538575	0.000534438	0.000534438	0.000541259	0.000541259	0.0013057	0.0013057	0.333293	0.00131234	0.00131234	0.00130226	0.00130226	0.00131888	0.00131888	0.000868869	0.000868869	0.000877621	0.000877621	0.220692	0.000866579	0.000866579	0.000877639	0.000877639	0.000814456	0.000814456	0.000822659	0.000822659	0.000818598	0.000818598	0.205282	0.000822677	0.000822677	0.000988811	0.000988811	0.00099877	0.00099877	0.000993839	0.000993839	0.000986205	0.000986205	0.252408	0.000474229	0.00148621	0.000985129	0.000209413	0.00148836	0.00471991	0.0146444	0.00975519	0.00208976	0.0146654	0.000208076	1.39044	3.38808	2.25457	2.11338	2.5658	1.39044	3.38808	2.25457	2.11338	2.5658	0.139728	0.343771	0.227673	0.211839	0.260344
3390	-994.7132	-1010.812	16.09878	0.03599672	0.137541	0.000647	0.000647	0.00064655	0.00064655	0.000641971	0.000641971	0.000645454	0.000645454	0.00138463	0.00138463	0.298963	0.00139447	0.00139447	0.00138459	0.00138459	0.0013921	0.0013921	0.000826027	0.000826027	0.000832473	0.000832473	0.178227	0.000826003	0.000826003	0.000830483	0.000830483	0.000906864	0.000906864	0.000913941	0.000913941	0.000913305	0.000913305	0.194283	0.000911756	0.000911756	0.00121807	0.00121807	0.00122758	0.00122758	0.00122673	0.00122673	0.00121804	0.00121804	0.262371	0.000392806	0.00117634	0.00110592	0.000389914	0.000934468	0.00391269	0.0116266	0.0109382	0.003884	0.00925817	0.0001255749	1.42119	3.06521	1.8286	2.00755	2.69649	1.42119	3.06521	1.8286	2.00755	2.69649	0.142703	0.310074	0.184857	0.201575	0.272152
3400	-1006.125	-1022.186	16.06099	0.01621546	0.137544	0.000286396	0.000286396	0.000286183	0.000286183	0.000279286	0.000279286	0.000293569	0.000293569	0.000582851	0.000582851	0.285893	0.000588599	0.000588599	0.000574415	0.000574415	0.00060379	0.00060379	0.000378764	0.000378764	0.000382784	0.000382784	0.185648	0.000373282	0.000373282	0.000392371	0.000392371	0.000458595	0.000458595	0.000463463	0.000463463	0.000463118	0.000463118	0.21936	0.000475071	0.000475071	0.000449673	0.000449673	0.000454446	0.000454446	0.000454107	0.000454107	0.000443164	0.000443164	0.226092	0.00194729	0.00302939	0.0029527	0.000471662	0.00560978	0.0191009	0.0294032	0.0286801	0.00469448	0.053118	0.0002363781	1.37141	2.82061	1.83296	2.21929	2.17611	1.37141	2.82061	1.83296	2.21929	2.17611	0.139835	0.290593	0.188703	0.223081	0.229695
3410	-994.4661	-1009.956	15.48952	0.0286705	0.14296	0.000529101	0.000529101	0.000547298	0.000547298	0.000525817	0.000525817	0.000528531	0.000528531	0.00119357	0.00119357	0.324498	0.00123844	0.00123844	0.00118984	0.00118984	0.00119598	0.00119598	0.000484836	0.000484836	0.000486339	0.000486339	0.136347	0.000483321	0.000483321	0.000485815	0.000485815	0.000829907	0.000829907	0.00083248	0.00083248	0.000861111	0.000861111	0.224229	0.000831583	0.000831583	0.000996422	0.000996422	0.000999511	0.000999511	0.00103389	0.00103389	0.000993308	0.000993308	0.270608	0.000598411	0.00091034	0.00438086	0.000284091	0.00080158	0.00594851	0.00902127	0.0419699	0.00283286	0.00795206	0.0002459324	1.46304	3.31062	1.3448	2.30193	2.7638	1.46304	3.31062	1.3448	2.30193	2.7638	0.147222	0.334134	0.140228	0.230939	0.278654
3420	-993.5175	-1008.163	14.64545	0.01445334	0.136539	0.000251831	0.000251831	0.000252968	0.000252968	0.000249772	0.000249772	0.000253898	0.000253898	0.000622431	0.000622431	0.34162	0.000629071	0.000629071	0.000621124	0.000621124	0.000631385	0.000631385	0.000359289	0.000359289	0.000361491	0.000361491	0.198085	0.000358535	0.000358535	0.000364458	0.000364458	0.000468866	0.000468866	0.000471738	0.000471738	0.000473867	0.000473867	0.255232	0.000475611	0.000475611	0.000469113	0.000469113	0.000471987	0.000471987	0.000474117	0.000474117	0.000468128	0.000468128	0.259585	0.000339341	0.000954083	0.00140974	0.000128626	0.00178279	0.00338193	0.00945067	0.0139014	0.00128461	0.0175156	0.0003132869	1.38073	3.43354	1.98196	2.58642	2.58778	1.38073	3.43354	1.98196	2.58642	2.58778	0.138556	0.346628	0.200973	0.259012	0.263352
3430	-992.9925	-1008.887	15.89407	0.0272964	0.125719	0.000442324	0.000442324	0.000446231	0.000446231	0.000438781	0.000438781	0.000445049	0.000445049	0.00112117	0.00112117	0.320584	0.00113448	0.00113448	0.00111554	0.00111554	0.00113147	0.00113147	0.000640997	0.000640997	0.000642926	0.000642926	0.184903	0.000637776	0.000637776	0.000646886	0.000646886	0.000668013	0.000668013	0.000670023	0.000670023	0.000675941	0.000675941	0.189479	0.00067415	0.00067415	0.000805602	0.000805602	0.000808026	0.000808026	0.000815162	0.000815162	0.000801553	0.000801553	0.23177	0.00096813	0.00127192	0.00216632	0.000460656	0.00189574	0.00958848	0.0125595	0.0212039	0.00458544	0.0186047	9.870866e-05	1.28008	3.25441	1.86061	1.93903	2.33841	1.28008	3.25441	1.86061	1.93903	2.33841	0.129264	0.32959	0.190041	0.194856	0.238231
3440	-991.5517	-1007.433	15.88174	0.04168928	0.135969	0.000746783	0.000746783	0.000754338	0.000754338	0.000735664	0.000735664	0.000742292	0.000742292	0.00161767	0.00161767	0.30046	0.00165039	0.00165039	0.00160953	0.00160953	0.00162403	0.00162403	0.000926151	0.000926151	0.000935422	0.000935422	0.17376	0.000921494	0.000921494	0.000929796	0.000929796	0.00110694	0.00110694	0.00111802	0.00111802	0.00112933	0.00112933	0.202539	0.0011113	0.0011113	0.00136737	0.00136737	0.00138106	0.00138106	0.00139503	0.00139503	0.0013605	0.0013605	0.252444	0.000898532	0.00190853	0.0029395	0.000391235	0.00129569	0.00890531	0.0187278	0.0285556	0.0038971	0.0127912	0.0002244303	1.40621	3.07659	1.76142	2.10526	2.60056	1.40621	3.07659	1.76142	2.10526	2.60056	0.141927	0.313463	0.181186	0.21147	0.263452
3450	-995.5763	-1011.766	16.18928	0.03816627	0.147537	0.000736346	0.000736346	0.000735571	0.000735571	0.000729249	0.000729249	0.000743711	0.000743711	0.00155908	0.00155908	0.316278	0.00156712	0.00156712	0.00155365	0.00155365	0.00158446	0.00158446	0.000990351	0.000990351	0.000996505	0.000996505	0.200693	0.000986901	0.000986901	0.00100647	0.00100647	0.000938084	0.000938084	0.000943914	0.000943914	0.00094292	0.00094292	0.188468	0.000953355	0.000953355	0.00109718	0.00109718	0.001104	0.001104	0.00110284	0.00110284	0.00109336	0.00109336	0.224803	0.000644279	0.00126974	0.00116314	0.000293689	0.00228263	0.00640154	0.0125382	0.0114976	0.00292829	0.0223169	0.0001448334	1.5241	3.24705	2.06258	1.95372	2.28507	1.5241	3.24705	2.06258	1.95372	2.28507	0.153427	0.328807	0.208654	0.196024	0.233597
3460	-993.6917	-1009.32	15.62835	0.02898449	0.148093	0.000559462	0.000559462	0.000562667	0.000562667	0.000551072	0.000551072	0.000564005	0.000564005	0.00115529	0.00115529	0.313494	0.00117641	0.00117641	0.00115217	0.00115217	0.00117921	0.00117921	0.000658241	0.000658241	0.000666457	0.000666457	0.17964	0.000656462	0.000656462	0.000671869	0.000671869	0.000829055	0.000829055	0.000839402	0.000839402	0.000844211	0.000844211	0.221594	0.000846219	0.000846219	0.000794694	0.000794694	0.000804612	0.000804612	0.000809221	0.000809221	0.000792546	0.000792546	0.217395	0.000532453	0.00178714	0.00237028	0.000260725	0.00261374	0.00529633	0.0175577	0.023154	0.00260047	0.0254717	8.70227e-05	1.51706	3.17183	1.80719	2.27615	2.18181	1.51706	3.17183	1.80719	2.27615	2.18181	0.152567	0.32282	0.184946	0.228312	0.223797
3470	-992.6293	-1008.539	15.90954	0.02908465	0.145257	0.000547307	0.000547307	0.000547686	0.000547686	0.000539573	0.000539573	0.000544667	0.000544667	0.00113326	0.00113326	0.304537	0.00114112	0.00114112	0.00112422	0.00112422	0.00113483	0.00113483	0.000641333	0.000641333	0.000645333	0.000645333	0.172462	0.000636215	0.000636215	0.00064222	0.00064222	0.000845636	0.000845636	0.000850911	0.000850911	0.0008515	0.0008515	0.224033	0.000846806	0.000846806	0.00100045	0.00100045	0.00100669	0.00100669	0.00100739	0.00100739	0.000992469	0.000992469	0.26755	0.00112406	0.00175489	0.00182538	0.000317118	0.00126405	0.0111156	0.0172463	0.0179266	0.00316116	0.0124827	0.000195308	1.47945	3.0825	1.74444	2.30014	2.72125	1.47945	3.0825	1.74444	2.30014	2.72125	0.149616	0.313603	0.177592	0.230822	0.275564
3480	-993.2957	-1006.092	12.79587	0.0241754	0.136476	0.000426811	0.000426811	0.000423757	0.000423757	0.000421572	0.000421572	0.000423058	0.000423058	0.000939241	0.000939241	0.30629	0.00094173	0.00094173	0.000936873	0.000936873	0.000940178	0.000940178	0.000670232	0.000670232	0.000676851	0.000676851	0.217001	0.000668542	0.000668542	0.0006709	0.0006709	0.000658349	0.000658349	0.000664851	0.000664851	0.000660094	0.000660094	0.212055	0.000659006	0.000659006	0.000872324	0.000872324	0.000880939	0.000880939	0.000874635	0.000874635	0.000870125	0.000870125	0.281967	0.000625409	0.00161922	0.000892094	0.000371757	0.000725762	0.00621522	0.0159342	0.00884206	0.0037038	0.00720533	0.0005208793	1.38988	3.08877	2.20411	2.16504	2.86871	1.38988	3.08877	2.20411	2.16504	2.86871	0.139866	0.313806	0.222374	0.21734	0.288963
3490	-991.9845	-1007.756	15.77139	0.03775511	0.130804	0.000643278	0.000643278	0.000648623	0.000648623	0.000636102	0.000636102	0.000641904	0.000641904	0.00150063	0.00150063	0.306798	0.00151721	0.00151721	0.00148792	0.00148792	0.00150149	0.00150149	0.000904993	0.000904993	0.000907453	0.000907453	0.18656	0.000897329	0.000897329	0.000905514	0.000905514	0.000934729	0.000934729	0.00093727	0.00093727	0.000945057	0.000945057	0.18897	0.000935267	0.000935267	0.00131604	0.00131604	0.00131962	0.00131962	0.00133058	0.00133058	0.0013049	0.0013049	0.268485	0.00124307	0.00151835	0.00236178	0.00038574	0.00130137	0.0122781	0.0149564	0.0230729	0.00384257	0.0128466	0.0002265329	1.34267	3.14067	1.89406	1.9563	2.75435	1.34267	3.14067	1.89406	1.9563	2.75435	0.135943	0.318812	0.19379	0.196474	0.279027
3500	-995.3876	-1011.527	16.13905	0.02837717	0.119252	0.000434859	0.000434859	0.000434979	0.000434979	0.000426584	0.000426584	0.000429632	0.000429632	0.00107034	0.00107034	0.292847	0.00106941	0.00106941	0.00104877	0.00104877	0.00105626	0.00105626	0.000684398	0.000684398	0.000683614	0.000683614	0.187305	0.000670606	0.000670606	0.000675398	0.000675398	0.000715363	0.000715363	0.000714544	0.000714544	0.000714741	0.000714741	0.192001	0.000705956	0.000705956	0.00101456	0.00101456	0.00101339	0.00101339	0.00101367	0.00101367	0.00099411	0.00099411	0.274249	0.00243715	0.00231979	0.00234808	0.000372765	0.00109009	0.0237917	0.022672	0.0229421	0.00371381	0.0107834	0.0001702285	1.19814	2.94567	1.88353	1.96875	2.79215	1.19814	2.94567	1.88353	1.96875	2.79215	0.122704	0.301337	0.192733	0.197702	0.282321
3510	-992.0681	-1006.494	14.42567	0.02469995	0.131459	0.000420886	0.000420886	0.000428354	0.000428354	0.000414413	0.000414413	0.000419592	0.000419592	0.000976518	0.000976518	0.311974	0.00100513	0.00100513	0.000972421	0.000972421	0.000984575	0.000984575	0.000483762	0.000483762	0.000489257	0.000489257	0.157292	0.000481732	0.000481732	0.000487753	0.000487753	0.000677055	0.000677055	0.000684746	0.000684746	0.000696896	0.000696896	0.212976	0.000682641	0.000682641	0.000806785	0.000806785	0.000815949	0.000815949	0.000830427	0.000830427	0.0008034	0.0008034	0.256956	0.000656805	0.00180015	0.00360647	0.000234492	0.00148725	0.00652519	0.0176832	0.0348093	0.00233944	0.0146546	0.0003859703	1.33909	3.14218	1.55662	2.17859	2.59602	1.33909	3.14218	1.55662	2.17859	2.59602	0.134826	0.319851	0.161177	0.218458	0.263469
3520	-992.6123	-1008.502	15.88936	0.02302724	0.143233	0.000425511	0.000425511	0.000426553	0.000426553	0.000421147	0.000421147	0.000426275	0.000426275	0.000928924	0.000928924	0.317912	0.000938942	0.000938942	0.000927043	0.000927043	0.00093833	0.00093833	0.000621927	0.000621927	0.000627099	0.000627099	0.213368	0.000620667	0.000620667	0.000628224	0.000628224	0.000601984	0.000601984	0.00060699	0.00060699	0.000608476	0.000608476	0.203908	0.000608079	0.000608079	0.000682457	0.000682457	0.000688133	0.000688133	0.000689817	0.000689817	0.000681076	0.000681076	0.233982	0.000439656	0.00127497	0.00152286	0.000236321	0.00145671	0.00437731	0.0125892	0.0150002	0.00235764	0.014358	0.0002086269	1.45968	3.21309	2.15121	2.08222	2.36058	1.45968	3.21309	2.15121	2.08222	2.36058	0.146632	0.325379	0.218363	0.208759	0.239464
3530	-994.0431	-1008.267	14.2241	0.0227353	0.127995	0.000371007	0.000371007	0.000378119	0.000378119	0.000369563	0.000369563	0.000374297	0.000374297	0.00101008	0.00101008	0.346216	0.0010261	0.0010261	0.00100289	0.00100289	0.00101573	0.00101573	0.000554589	0.000554589	0.000552793	0.000552793	0.193736	0.000550642	0.000550642	0.000557695	0.000557695	0.000585483	0.000585483	0.000583587	0.000583587	0.000594774	0.000594774	0.199901	0.000588763	0.000588763	0.00069167	0.00069167	0.00068943	0.00068943	0.000702646	0.000702646	0.000686747	0.000686747	0.239181	0.00102877	0.000701625	0.00263201	0.000309712	0.00159465	0.0101829	0.00696736	0.0256451	0.00308755	0.0156962	0.0003900214	1.29639	3.51802	1.93159	2.03919	2.40903	1.29639	3.51802	1.93159	2.03919	2.40903	0.130981	0.354325	0.198167	0.204606	0.244722
3540	-993.7321	-1009.578	15.84564	0.04080951	0.139987	0.000756898	0.000756898	0.000760368	0.000760368	0.000744462	0.000744462	0.000760091	0.000760091	0.00150861	0.00150861	0.288398	0.0015408	0.0015408	0.00150856	0.00150856	0.00154023	0.00154023	0.000856992	0.000856992	0.000871284	0.000871284	0.164581	0.000856969	0.000856969	0.000874959	0.000874959	0.0011543	0.0011543	0.00117355	0.00117355	0.00117893	0.00117893	0.21704	0.0011785	0.0011785	0.00124036	0.00124036	0.00126105	0.00126105	0.00126683	0.00126683	0.00124033	0.00124033	0.238119	0.000404686	0.00207913	0.00254713	0.000401956	0.00250969	0.00403055	0.0203678	0.0248386	0.00400347	0.0244825	9.35687e-05	1.45355	2.94544	1.67321	2.25368	2.42172	1.45355	2.94544	1.67321	2.25368	2.42172	0.146031	0.300594	0.171502	0.226411	0.248136
3550	-992.3232	-1008.334	16.01089	0.03681177	0.140021	0.00067291	0.00067291	0.00068651	0.00068651	0.000666339	0.000666339	0.000680408	0.000680408	0.00151549	0.00151549	0.319113	0.00155532	0.00155532	0.00150962	0.00150962	0.0015415	0.0015415	0.000824261	0.000824261	0.000829168	0.000829168	0.177071	0.00082107	0.00082107	0.000838406	0.000838406	0.000964701	0.000964701	0.000970444	0.000970444	0.000990056	0.000990056	0.201151	0.000981257	0.000981257	0.00110284	0.00110284	0.00110941	0.00110941	0.00113183	0.00113183	0.00109857	0.00109857	0.23481	0.00081323	0.00141341	0.00346294	0.000422956	0.00254336	0.0080667	0.0139371	0.0334703	0.00421174	0.0248028	0.000206312	1.442	3.26692	1.77685	2.07959	2.37738	1.442	3.26692	1.77685	2.07959	2.37738	0.145434	0.331357	0.183696	0.208964	0.243695
3560	-996.3766	-1011.516	15.13963	0.03079394	0.155731	0.000619102	0.000619102	0.000626243	0.000626243	0.000617578	0.000617578	0.000622392	0.000622392	0.00136435	0.00136435	0.343871	0.00138145	0.00138145	0.00136234	0.00136234	0.00137296	0.00137296	0.000739378	0.000739378	0.000740108	0.000740108	0.188502	0.000738286	0.000738286	0.000744041	0.000744041	0.000753106	0.000753106	0.000753849	0.000753849	0.000762544	0.000762544	0.189346	0.000757856	0.000757856	0.00101944	0.00101944	0.00102044	0.00102044	0.00103221	0.00103221	0.00101793	0.00101793	0.258304	0.000643296	0.00074265	0.00190459	0.000494686	0.00127801	0.00639184	0.00737176	0.0186899	0.00492251	0.0126189	0.0002830978	1.59652	3.52181	1.90856	1.944	2.63148	1.59652	3.52181	1.90856	1.944	2.63148	0.160701	0.354833	0.194426	0.1954	0.266484
