Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_param[1]	delta_param[2]	delta_param[3]	delta_param[4]	delta_param[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
4080	-999.0302	-1007.828	8.798092	0.001191998	0.125209	1.87682e-05	1.87682e-05	1.88949e-05	1.88949e-05	1.86539e-05	1.86539e-05	1.88549e-05	1.88549e-05	5.04863e-05	5.04863e-05	0.340058	5.10716e-05	5.10716e-05	5.042e-05	5.042e-05	5.09634e-05	5.09634e-05	2.69603e-05	2.69603e-05	2.709e-05	2.709e-05	0.182821	2.69249e-05	2.69249e-05	2.72151e-05	2.72151e-05	3.37249e-05	3.37249e-05	3.38871e-05	3.38871e-05	3.41159e-05	3.41159e-05	0.225775	3.40436e-05	3.40436e-05	3.9386e-05	3.9386e-05	3.95754e-05	3.95754e-05	3.98426e-05	3.98426e-05	3.93342e-05	3.93342e-05	0.266516	0.000619308	0.00110317	0.00178578	0.000487174	0.00157023	0.000619308	0.00110317	0.00178578	0.000487174	0.00157023	0.002196656	1.24587	3.36749	1.79828	2.24949	2.62709	1.24587	3.36749	1.79828	2.24949	2.62709	0.125359	0.340464	0.183038	0.226047	0.266832
4090	-1006.781	-1013.991	7.209958	0.004505901	0.136485	7.69254e-05	7.69254e-05	7.75648e-05	7.75648e-05	7.67426e-05	7.67426e-05	7.68274e-05	7.68274e-05	0.000204626	0.000204626	0.360278	0.000205535	0.000205535	0.000203356	0.000203356	0.000203581	0.000203581	8.84565e-05	8.84565e-05	8.81171e-05	8.81171e-05	0.157037	8.79078e-05	8.79078e-05	8.80048e-05	8.80048e-05	0.000121065	0.000121065	0.000120601	0.000120601	0.000121603	0.000121603	0.21265	0.000120447	0.000120447	0.000144283	0.000144283	0.000143729	0.000143729	0.000144924	0.000144924	0.000143388	0.000143388	0.253711	0.00133088	0.000942137	0.00178119	0.000702363	0.00081353	0.00133088	0.000942137	0.00178119	0.000702363	0.00081353	0.001641279	1.35302	3.58531	1.54987	2.12122	2.52803	1.35302	3.58531	1.54987	2.12122	2.52803	0.137101	0.361912	0.157742	0.213617	0.254864
4100	-1004.623	-1013.67	9.047704	0.009850645	0.125131	0.000158924	0.000158924	0.000156112	0.000156112	0.000155502	0.000155502	0.000157086	0.000157086	0.000357277	0.000357277	0.293415	0.000358429	0.000358429	0.000357028	0.000357028	0.000360666	0.000360666	0.000260544	0.000260544	0.000266093	0.000266093	0.210187	0.000260363	0.000260363	0.000263016	0.000263016	0.000282487	0.000282487	0.000288503	0.000288503	0.000283398	0.000283398	0.226998	0.000285166	0.000285166	0.000314766	0.000314766	0.000321469	0.000321469	0.000315781	0.000315781	0.000314547	0.000314547	0.255514	0.000644039	0.0027873	0.000968488	0.000573911	0.00159866	0.000644039	0.0027873	0.000968488	0.000573911	0.00159866	0.002228525	1.25567	2.88299	2.10242	2.27948	2.53995	1.25567	2.88299	2.10242	2.27948	2.53995	0.126386	0.296282	0.212287	0.229277	0.258047
4110	-1002.838	-1013.104	10.26672	0.005765439	0.131058	9.51054e-05	9.51054e-05	9.53895e-05	9.53895e-05	9.54267e-05	9.54267e-05	9.52437e-05	9.52437e-05	0.000241805	0.000241805	0.333965	0.000242801	0.000242801	0.000242896	0.000242896	0.00024243	0.00024243	0.000152355	0.000152355	0.000152526	0.000152526	0.211051	0.000153042	0.000153042	0.000152748	0.000152748	0.000133381	0.000133381	0.000133531	0.000133531	0.00013393	0.00013393	0.184839	0.000133725	0.000133725	0.000183729	0.000183729	0.000183936	0.000183936	0.000184486	0.000184486	0.000184558	0.000184558	0.254124	0.00131967	0.00143384	0.00173692	0.00177656	0.00158137	0.00131967	0.00143384	0.00173692	0.00177656	0.00158137	0.002947552	1.30101	3.31153	2.0865	1.82666	2.51618	1.30101	3.31153	2.0865	1.82666	2.51618	0.13182	0.335905	0.212272	0.185908	0.255597
4120	-1001.085	-1008.563	7.478295	0.008592764	0.134498	0.000147404	0.000147404	0.000151106	0.000151106	0.000145052	0.000145052	0.000146451	0.000146451	0.00030273	0.00030273	0.282663	0.00031393	0.00031393	0.000301353	0.000301353	0.000304258	0.000304258	0.000161285	0.000161285	0.000163154	0.000163154	0.154376	0.000160551	0.000160551	0.000162099	0.000162099	0.000220085	0.000220085	0.000222636	0.000222636	0.000228228	0.000228228	0.202218	0.000221196	0.000221196	0.000274588	0.000274588	0.00027777	0.00027777	0.000284747	0.000284747	0.000273338	0.000273338	0.254728	0.00113587	0.00230796	0.0048775	0.000675605	0.00164634	0.00113587	0.00230796	0.0048775	0.000675605	0.00164634	0.001587446	1.3414	2.78681	1.48472	2.02602	2.52775	1.3414	2.78681	1.48472	2.02602	2.52775	0.135678	0.285108	0.15567	0.204002	0.256949
4130	-999.8949	-1010.6	10.70469	0.004183764	0.11824	6.27115e-05	6.27115e-05	6.30341e-05	6.30341e-05	6.17087e-05	6.17087e-05	6.25504e-05	6.25504e-05	0.000152447	0.000152447	0.29316	0.00015475	0.00015475	0.000151496	0.000151496	0.000153563	0.000153563	9.74885e-05	9.74885e-05	9.8455e-05	9.8455e-05	0.188438	9.68806e-05	9.68806e-05	9.82022e-05	9.82022e-05	0.000109189	0.000109189	0.000110271	0.000110271	0.000110839	0.000110839	0.206616	0.000109988	0.000109988	0.000126225	0.000126225	0.000127477	0.000127477	0.000128133	0.000128133	0.000125438	0.000125438	0.242112	0.00121278	0.00221623	0.00274206	0.000581675	0.00195371	0.00121278	0.00221623	0.00274206	0.000581675	0.00195371	0.003071371	1.17314	2.88008	1.84179	2.06284	2.3847	1.17314	2.88008	1.84179	2.06284	2.3847	0.11874	0.294384	0.18922	0.207497	0.243127
4140	-998.5273	-1008.01	9.482325	0.00359534	0.136459	6.14466e-05	6.14466e-05	6.22211e-05	6.22211e-05	6.06385e-05	6.06385e-05	6.16116e-05	6.16116e-05	0.000135255	0.000135255	0.29938	0.000136734	0.000136734	0.000133256	0.000133256	0.000135395	0.000135395	8.20359e-05	8.20359e-05	8.19004e-05	8.19004e-05	0.18387	8.08233e-05	8.08233e-05	8.21203e-05	8.21203e-05	9.77001e-05	9.77001e-05	9.75387e-05	9.75387e-05	9.87681e-05	9.87681e-05	0.213409	9.78007e-05	9.78007e-05	0.000108012	0.000108012	0.000107833	0.000107833	0.000109192	0.000109192	0.000106415	0.000106415	0.239719	0.00204443	0.00187583	0.00315987	0.000536084	0.00214944	0.00204443	0.00187583	0.00315987	0.000536084	0.00214944	0.00231675	1.34207	2.94928	1.78881	2.13037	2.35522	1.34207	2.94928	1.78881	2.13037	2.35522	0.136951	0.300461	0.184524	0.214193	0.240582
4150	-999.6535	-1008.512	8.858403	0.004512744	0.127789	7.24629e-05	7.24629e-05	7.46524e-05	7.46524e-05	7.17035e-05	7.17035e-05	7.24691e-05	7.24691e-05	0.000186572	0.000186572	0.329488	0.000192345	0.000192345	0.000184748	0.000184748	0.00018672	0.00018672	9.63922e-05	9.63922e-05	9.64605e-05	9.64605e-05	0.175373	9.54495e-05	9.54495e-05	9.64687e-05	9.64687e-05	0.000124229	0.000124229	0.000124317	0.000124317	0.000128073	0.000128073	0.21709	0.000124328	0.000124328	0.000137627	0.000137627	0.000137725	0.000137725	0.000141886	0.000141886	0.000136281	0.000136281	0.243072	0.00149562	0.00156753	0.00463636	0.000503039	0.00157616	0.00149562	0.00156753	0.00463636	0.000503039	0.00157616	0.002120882	1.26477	3.25873	1.68362	2.16983	2.40385	1.26477	3.25873	1.68362	2.16983	2.40385	0.128372	0.330988	0.176142	0.218092	0.244179
4160	-1002.988	-1012.553	9.565048	0.0002889583	0.103675	3.67783e-06	3.67783e-06	3.68222e-06	3.68222e-06	3.65732e-06	3.65732e-06	3.67727e-06	3.67727e-06	1.21643e-05	1.21643e-05	0.330572	1.19579e-05	1.19579e-05	1.1877e-05	1.1877e-05	1.19418e-05	1.19418e-05	7.49222e-06	7.49222e-06	7.35628e-06	7.35628e-06	0.203848	7.31526e-06	7.31526e-06	7.35515e-06	7.35515e-06	7.44139e-06	7.44139e-06	7.30638e-06	7.30638e-06	7.3151e-06	7.3151e-06	0.201096	7.30525e-06	7.30525e-06	1.09932e-05	1.09932e-05	1.07937e-05	1.07937e-05	1.08066e-05	1.08066e-05	1.07335e-05	1.07335e-05	0.298699	0.00291898	0.00105162	0.00117222	0.00048809	0.00103609	0.00291898	0.00105162	0.00117222	0.00048809	0.00103609	0.002687017	1.00764	3.27226	2.01544	2.00177	2.95721	1.00764	3.27226	2.01544	2.00177	2.95721	0.103704	0.330668	0.203907	0.201154	0.298785
4170	-1000.159	-1009.012	8.853351	0.00695468	0.124483	0.000109385	0.000109385	0.000110051	0.000110051	0.000108711	0.000108711	0.000109743	0.000109743	0.000307822	0.000307822	0.352948	0.00031086	0.00031086	0.000307074	0.000307074	0.000309989	0.000309989	0.000171794	0.000171794	0.00017244	0.00017244	0.198178	0.000171377	0.000171377	0.000173004	0.000173004	0.000199043	0.000199043	0.000199791	0.000199791	0.000201008	0.000201008	0.226816	0.000200444	0.000200444	0.000226892	0.000226892	0.000227745	0.000227745	0.000229131	0.000229131	0.000226341	0.000226341	0.261004	0.000514254	0.000891925	0.00150626	0.00027013	0.00122187	0.000514254	0.000891925	0.00150626	0.00027013	0.00122187	0.002284873	1.24714	3.52277	1.96605	2.27789	2.5966	1.24714	3.52277	1.96605	2.27789	2.5966	0.125359	0.355419	0.199556	0.228416	0.262825
4180	-998.9235	-1007.038	8.114718	0.00374423	0.126639	5.90701e-05	5.90701e-05	6.00726e-05	6.00726e-05	5.88307e-05	5.88307e-05	5.9079e-05	5.9079e-05	0.000167048	0.000167048	0.353052	0.000168674	0.000168674	0.000165187	0.000165187	0.000165884	0.000165884	8.23592e-05	8.23592e-05	8.17733e-05	8.17733e-05	0.177019	8.14419e-05	8.14419e-05	8.17856e-05	8.17856e-05	0.000100388	0.000100388	9.96741e-05	9.96741e-05	0.000101366	0.000101366	0.211309	9.9689e-05	9.9689e-05	0.000143868	0.000143868	0.000142845	0.000142845	0.000145269	0.000145269	0.000142266	0.000142266	0.304108	0.00145608	0.000734367	0.00244399	0.000326124	0.000749451	0.00145608	0.000734367	0.00244399	0.000326124	0.000749451	0.002007864	1.2529	3.51795	1.73445	2.11413	3.02981	1.2529	3.51795	1.73445	2.11413	3.02981	0.127113	0.354385	0.177673	0.212111	0.305257
4190	-1007.78	-1017.562	9.782171	0.01047194	0.102852	0.000134344	0.000134344	0.00013499	0.00013499	0.000134409	0.000134409	0.000134891	0.000134891	0.000490357	0.000490357	0.366015	0.00048651	0.00048651	0.000484414	0.000484414	0.000486153	0.000486153	0.000211478	0.000211478	0.000208814	0.000208814	0.158611	0.000208915	0.000208915	0.000209665	0.000209665	0.000249284	0.000249284	0.000246145	0.000246145	0.000247329	0.000247329	0.186162	0.000247147	0.000247147	0.000352805	0.000352805	0.000348362	0.000348362	0.000350037	0.000350037	0.000348529	0.000348529	0.264415	0.00200138	0.000716835	0.00120114	0.000765135	0.00112691	0.00200138	0.000716835	0.00120114	0.000765135	0.00112691	0.002738011	1.01901	3.67256	1.58388	1.86703	2.64236	1.01901	3.67256	1.58388	1.86703	2.64236	0.10393	0.36991	0.160289	0.188141	0.267215
4200	-1000.998	-1010.978	9.97993	0.001361207	0.115641	1.97399e-05	1.97399e-05	1.96955e-05	1.96955e-05	1.94762e-05	1.94762e-05	1.96141e-05	1.96141e-05	5.37353e-05	5.37353e-05	0.315968	5.37145e-05	5.37145e-05	5.31164e-05	5.31164e-05	5.34925e-05	5.34925e-05	3.9041e-05	3.9041e-05	3.91138e-05	3.91138e-05	0.229048	3.85914e-05	3.85914e-05	3.88646e-05	3.88646e-05	3.4527e-05	3.4527e-05	3.45913e-05	3.45913e-05	3.45136e-05	3.45136e-05	0.20031	3.4371e-05	3.4371e-05	4.56666e-05	4.56666e-05	4.57517e-05	4.57517e-05	4.56489e-05	4.56489e-05	4.51406e-05	4.51406e-05	0.266812	0.00187821	0.00206812	0.0018388	0.000704827	0.00141784	0.00187821	0.00206812	0.0018388	0.000704827	0.00141784	0.002816263	1.13663	3.09988	2.25219	1.99179	2.63441	1.13663	3.09988	2.25219	1.99179	2.63441	0.115798	0.316396	0.22936	0.200586	0.267177
4210	-996.9682	-1006.022	9.053968	0.006519489	0.121527	9.95709e-05	9.95709e-05	0.000100355	0.000100355	9.87701e-05	9.87701e-05	9.96629e-05	9.96629e-05	0.000271732	0.000271732	0.330881	0.000273554	0.000273554	0.000269234	0.000269234	0.000271667	0.000271667	0.000150459	0.000150459	0.000150284	0.000150284	0.184652	0.000149075	0.000149075	0.000150423	0.000150423	0.000166246	0.000166246	0.000166053	0.000166053	0.000167361	0.000167361	0.200805	0.000166206	0.000166206	0.00021119	0.00021119	0.000210945	0.000210945	0.000212606	0.000212606	0.000209248	0.000209248	0.257398	0.00138377	0.00126601	0.00206342	0.000451562	0.00135959	0.00138377	0.00126601	0.00206342	0.000451562	0.00135959	0.002236172	1.20655	3.28889	1.82107	2.01215	2.55612	1.20655	3.28889	1.82107	2.01215	2.55612	0.122324	0.333054	0.185853	0.202137	0.259086
4220	-999.7977	-1010.034	10.2361	0.0001629575	0.136063	2.74143e-06	2.74143e-06	2.76944e-06	2.76944e-06	2.71912e-06	2.71912e-06	2.76928e-06	2.76928e-06	6.82794e-06	6.82794e-06	0.331449	6.8216e-06	6.8216e-06	6.69765e-06	6.69765e-06	6.82123e-06	6.82123e-06	3.68352e-06	3.68352e-06	3.64289e-06	3.64289e-06	0.180636	3.61323e-06	3.61323e-06	3.6799e-06	3.6799e-06	4.39299e-06	4.39299e-06	4.34453e-06	4.34453e-06	4.38891e-06	4.38891e-06	0.211514	4.38867e-06	4.38867e-06	5.33928e-06	5.33928e-06	5.28039e-06	5.28039e-06	5.33433e-06	5.33433e-06	5.2374e-06	5.2374e-06	0.261819	0.00230794	0.0011794	0.002213	0.000355808	0.00220737	0.00230794	0.0011794	0.002213	0.000355808	0.00220737	0.002919188	1.33015	3.27639	1.76754	2.10798	2.56206	1.33015	3.27639	1.76754	2.10798	2.56206	0.136085	0.331504	0.180665	0.211549	0.261861
4230	-1000.477	-1009.055	8.578804	0.001694021	0.135735	2.90968e-05	2.90968e-05	2.90361e-05	2.90361e-05	2.85341e-05	2.85341e-05	2.89099e-05	2.89099e-05	5.90087e-05	5.90087e-05	0.281151	5.95112e-05	5.95112e-05	5.84821e-05	5.84821e-05	5.92525e-05	5.92525e-05	4.15986e-05	4.15986e-05	4.20405e-05	4.20405e-05	0.197786	4.12273e-05	4.12273e-05	4.17704e-05	4.17704e-05	4.82717e-05	4.82717e-05	4.87845e-05	4.87845e-05	4.86828e-05	4.86828e-05	0.225546	4.84712e-05	4.84712e-05	5.96916e-05	5.96916e-05	6.03257e-05	6.03257e-05	6.01999e-05	6.01999e-05	5.91589e-05	5.91589e-05	0.282578	0.00118867	0.00226356	0.00205027	0.00028566	0.00160675	0.00118867	0.00226356	0.00205027	0.00028566	0.00160675	0.002026912	1.34368	2.75395	1.94141	2.25285	2.78582	1.34368	2.75395	1.94141	2.25285	2.78582	0.135966	0.281624	0.198119	0.225934	0.283057
4240	-998.5609	-1008.763	10.20208	0.00588058	0.118011	8.73435e-05	8.73435e-05	8.82531e-05	8.82531e-05	8.661e-05	8.661e-05	8.70485e-05	8.70485e-05	0.000231899	0.000231899	0.313925	0.00023454	0.00023454	0.000230173	0.000230173	0.000231339	0.000231339	0.000125571	0.000125571	0.000125692	0.000125692	0.171757	0.000124636	0.000124636	0.000125267	0.000125267	0.000151708	0.000151708	0.000151854	0.000151854	0.000153436	0.000153436	0.203644	0.000151341	0.000151341	0.000201361	0.000201361	0.000201555	0.000201555	0.000203654	0.000203654	0.000199862	0.000199862	0.271664	0.00139386	0.00149152	0.00254847	0.000639176	0.00114877	0.00139386	0.00149152	0.00254847	0.000639176	0.00114877	0.002856865	1.17077	3.11141	1.6848	2.03548	2.70167	1.17077	3.11141	1.6848	2.03548	2.70167	0.118709	0.315781	0.17276	0.204861	0.273277
4250	-998.8319	-1008.733	9.900935	0.003776337	0.131221	6.17434e-05	6.17434e-05	6.22727e-05	6.22727e-05	6.14837e-05	6.14837e-05	6.16072e-05	6.16072e-05	0.000158434	0.000158434	0.332037	0.000158678	0.000158678	0.000156668	0.000156668	0.000156983	0.000156983	9.3484e-05	9.3484e-05	9.28326e-05	9.28326e-05	0.197598	9.24421e-05	9.24421e-05	9.26277e-05	9.26277e-05	9.52663e-05	9.52663e-05	9.46025e-05	9.46025e-05	9.54135e-05	9.54135e-05	0.198814	9.43937e-05	9.43937e-05	0.000139803	0.000139803	0.000138829	0.000138829	0.000140019	0.000140019	0.000138245	0.000138245	0.292345	0.00182768	0.00111811	0.00198495	0.000692744	0.000894992	0.00182768	0.00111811	0.00198495	0.000692744	0.000894992	0.002822326	1.29354	3.2961	1.94487	1.98195	2.9085	1.29354	3.2961	1.94487	1.98195	2.9085	0.131715	0.333299	0.198341	0.199574	0.293459
4260	-998.2824	-1007.555	9.273053	0.003544805	0.131477	5.83037e-05	5.83037e-05	5.90793e-05	5.90793e-05	5.82095e-05	5.82095e-05	5.8548e-05	5.8548e-05	0.000144129	0.000144129	0.323229	0.000145644	0.000145644	0.0001435	0.0001435	0.000144334	0.000144334	7.8336e-05	7.8336e-05	7.81201e-05	7.81201e-05	0.178015	7.79938e-05	7.79938e-05	7.84474e-05	7.84474e-05	8.51093e-05	8.51093e-05	8.48748e-05	8.48748e-05	8.60038e-05	8.60038e-05	0.19056	8.52304e-05	8.52304e-05	0.000112959	0.000112959	0.000112648	0.000112648	0.000114146	0.000114146	0.000112466	0.000112466	0.254386	0.00155208	0.00127226	0.00261943	0.00110852	0.00169655	0.00155208	0.00127226	0.00261943	0.00110852	0.00169655	0.002267136	1.29928	3.20303	1.74088	1.89141	2.51032	1.29928	3.20303	1.74088	1.89141	2.51032	0.131945	0.324384	0.178641	0.191242	0.255291
4270	-1003.096	-1013.32	10.22422	0.009336316	0.129225	0.000152474	0.000152474	0.000152212	0.000152212	0.000151995	0.000151995	0.000153044	0.000153044	0.000382898	0.000382898	0.325545	0.000382845	0.000382845	0.0003823	0.0003823	0.000384939	0.000384939	0.000196526	0.000196526	0.000196838	0.000196838	0.166802	0.00019622	0.00019622	0.000197574	0.000197574	0.000238301	0.000238301	0.000238679	0.000238679	0.000238268	0.000238268	0.20197	0.000239571	0.000239571	0.000315727	0.000315727	0.000316227	0.000316227	0.000315683	0.000315683	0.000315234	0.000315234	0.269439	0.0010227	0.00118282	0.00100881	0.000865	0.00156126	0.0010227	0.00118282	0.00100881	0.000865	0.00156126	0.002896452	1.29123	3.24772	1.66693	2.02125	2.67798	1.29123	3.24772	1.66693	2.02125	2.67798	0.130445	0.328611	0.168377	0.20388	0.271965
4280	-998.3823	-1006.266	7.883878	0.001337492	0.133585	2.2489e-05	2.2489e-05	2.25377e-05	2.25377e-05	2.22679e-05	2.22679e-05	2.23196e-05	2.23196e-05	5.22882e-05	5.22882e-05	0.314089	5.26957e-05	5.26957e-05	5.20647e-05	5.20647e-05	5.21856e-05	5.21856e-05	3.38534e-05	3.38534e-05	3.40434e-05	3.40434e-05	0.203794	3.37086e-05	3.37086e-05	3.37869e-05	3.37869e-05	3.8325e-05	3.8325e-05	3.85401e-05	3.85401e-05	3.86237e-05	3.86237e-05	0.22795	3.82498e-05	3.82498e-05	5.10114e-05	5.10114e-05	5.12977e-05	5.12977e-05	5.14089e-05	5.14089e-05	5.07933e-05	5.07933e-05	0.30411	0.000841023	0.00140701	0.00162676	0.000409852	0.000643021	0.000841023	0.00140701	0.00162676	0.000409852	0.000643021	0.001902341	1.32648	3.10146	2.008	2.27323	3.02572	1.32648	3.10146	2.008	2.27323	3.02572	0.133764	0.314507	0.204064	0.228257	0.304519
4290	-1001.074	-1009.796	8.722451	0.01085612	0.120677	0.000167648	0.000167648	0.000168121	0.000168121	0.000165248	0.000165248	0.000166478	0.000166478	0.000412126	0.000412126	0.304198	0.000418507	0.000418507	0.000411355	0.000411355	0.000414418	0.000414418	0.000275715	0.000275715	0.000279198	0.000279198	0.204084	0.000275199	0.000275199	0.000277249	0.000277249	0.000286881	0.000286881	0.000290504	0.000290504	0.000291323	0.000291323	0.208719	0.000288477	0.000288477	0.00036823	0.00036823	0.000372881	0.000372881	0.000373932	0.000373932	0.000367541	0.000367541	0.2699	0.000933741	0.00220867	0.00249664	0.000744922	0.0014952	0.000933741	0.00220867	0.00249664	0.000744922	0.0014952	0.002103885	1.20872	3.00891	2.01298	2.0945	2.68843	1.20872	3.00891	2.01298	2.0945	2.68843	0.122012	0.307511	0.206299	0.211034	0.272865
4300	-1002.857	-1010.471	7.614063	0.007969886	0.121095	0.000122911	0.000122911	0.000128708	0.000128708	0.000121196	0.000121196	0.000123149	0.000123149	0.000305873	0.000305873	0.307844	0.000323731	0.000323731	0.000304836	0.000304836	0.000309747	0.000309747	0.000130576	0.000130576	0.000131975	0.000131975	0.137616	0.000130134	0.000130134	0.00013223	0.00013223	0.000216396	0.000216396	0.000218714	0.000218714	0.00022903	0.00022903	0.214752	0.000219137	0.000219137	0.000240608	0.000240608	0.000243185	0.000243185	0.000254655	0.000254655	0.000239792	0.000239792	0.242627	0.000732177	0.00181105	0.00661319	0.000390762	0.00200805	0.000732177	0.00181105	0.00661319	0.000390762	0.00200805	0.001656842	1.21181	3.04797	1.30117	2.15635	2.39761	1.21181	3.04797	1.30117	2.15635	2.39761	0.122087	0.310332	0.138666	0.216519	0.244583
4310	-1004.686	-1014.779	10.09316	0.007985222	0.123916	0.000124964	0.000124964	0.000125988	0.000125988	0.000123959	0.000123959	0.000124247	0.000124247	0.000306085	0.000306085	0.304891	0.000309289	0.000309289	0.000304309	0.000304309	0.000305015	0.000305015	0.000153318	0.000153318	0.000153664	0.000153664	0.15397	0.000152428	0.000152428	0.000152782	0.000152782	0.000163679	0.000163679	0.00016405	0.00016405	0.000165393	0.000165393	0.161729	0.000163107	0.000163107	0.000269387	0.000269387	0.000269996	0.000269996	0.000272207	0.000272207	0.000267824	0.000267824	0.266794	0.00142628	0.00165569	0.00248818	0.000837899	0.00107177	0.00142628	0.00165569	0.00248818	0.000837899	0.00107177	0.002620835	1.23157	3.02339	1.51441	1.61676	2.6609	1.23157	3.02339	1.51441	1.61676	2.6609	0.124914	0.30734	0.155195	0.163042	0.268953
4320	-1002.71	-1012.33	9.620304	0.002960974	0.125413	4.66123e-05	4.66123e-05	4.69552e-05	4.69552e-05	4.60195e-05	4.60195e-05	4.60856e-05	4.60856e-05	0.000108382	0.000108382	0.292315	0.000109312	0.000109312	0.000107134	0.000107134	0.000107288	0.000107288	6.93592e-05	6.93592e-05	6.94432e-05	6.94432e-05	0.188443	6.85601e-05	6.85601e-05	6.86586e-05	6.86586e-05	6.81939e-05	6.81939e-05	6.82765e-05	6.82765e-05	6.87788e-05	6.87788e-05	0.181585	6.75051e-05	6.75051e-05	8.98411e-05	8.98411e-05	8.99499e-05	8.99499e-05	9.06116e-05	9.06116e-05	8.88061e-05	8.88061e-05	0.239571	0.00229823	0.00242211	0.00317562	0.0011197	0.00126494	0.00229823	0.00242211	0.00317562	0.0011197	0.00126494	0.002315851	1.22959	2.8625	1.83186	1.80108	2.37281	1.22959	2.8625	1.83186	1.80108	2.37281	0.125784	0.29318	0.188995	0.182131	0.240289
4330	-1002.038	-1010.014	7.975926	0.002392066	0.130404	3.88721e-05	3.88721e-05	4.05633e-05	4.05633e-05	3.84609e-05	3.84609e-05	3.92366e-05	3.92366e-05	9.24701e-05	9.24701e-05	0.306832	9.59664e-05	9.59664e-05	9.09924e-05	9.09924e-05	9.28277e-05	9.28277e-05	4.24004e-05	4.24004e-05	4.21689e-05	4.21689e-05	0.146813	4.17228e-05	4.17228e-05	4.25643e-05	4.25643e-05	6.02682e-05	6.02682e-05	5.99392e-05	5.99392e-05	6.25469e-05	6.25469e-05	0.197865	6.05012e-05	6.05012e-05	7.31063e-05	7.31063e-05	7.27072e-05	7.27072e-05	7.58704e-05	7.58704e-05	7.1938e-05	7.1938e-05	0.244854	0.00214736	0.00158977	0.0060096	0.000515004	0.00254238	0.00214736	0.00158977	0.0060096	0.000515004	0.00254238	0.001730184	1.27969	3.02755	1.38822	1.97323	2.39356	1.27969	3.02755	1.38822	1.97323	2.39356	0.130719	0.307577	0.147151	0.198351	0.245441
4340	-1000.711	-1011.965	11.25413	0.002922143	0.121393	4.44316e-05	4.44316e-05	4.449e-05	4.449e-05	4.40382e-05	4.40382e-05	4.43364e-05	4.43364e-05	0.000114634	0.000114634	0.312641	0.000114683	0.000114683	0.000113518	0.000113518	0.000114287	0.000114287	6.34218e-05	6.34218e-05	6.33658e-05	6.33658e-05	0.173198	6.28047e-05	6.28047e-05	6.323e-05	6.323e-05	6.97132e-05	6.97132e-05	6.96516e-05	6.96516e-05	6.97432e-05	6.97432e-05	0.188446	6.95024e-05	6.95024e-05	9.08728e-05	9.08728e-05	9.07925e-05	9.07925e-05	9.09119e-05	9.09119e-05	8.99886e-05	8.99886e-05	0.247307	0.0018484	0.00175848	0.00189223	0.00085747	0.00154047	0.0018484	0.00175848	0.00189223	0.00085747	0.00154047	0.003628809	1.19539	3.08139	1.7048	1.87391	2.44269	1.19539	3.08139	1.7048	1.87391	2.44269	0.121748	0.313556	0.173704	0.189003	0.248032
4350	-1000.102	-1008.601	8.499613	0.005808432	0.146641	0.000108193	0.000108193	0.00010733	0.00010733	0.000106572	0.000106572	0.00010799	0.00010799	0.000219796	0.000219796	0.304065	0.000220287	0.000220287	0.00021873	0.00021873	0.000221641	0.000221641	0.000167196	0.000167196	0.000168916	0.000168916	0.229454	0.000166385	0.000166385	0.000168599	0.000168599	0.000151617	0.000151617	0.000153177	0.000153177	0.000151955	0.000151955	0.206603	0.000152889	0.000152889	0.00017392	0.00017392	0.000175709	0.000175709	0.000174308	0.000174308	0.000173076	0.000173076	0.240148	0.00089523	0.00193334	0.00112033	0.000405798	0.00174207	0.00089523	0.00193334	0.00112033	0.000405798	0.00174207	0.001995237	1.46189	3.00041	2.28237	2.0697	2.37415	1.46189	3.00041	2.28237	2.0697	2.37415	0.147501	0.305826	0.230796	0.207822	0.241542
