Iteration	Posterior	Likelihood	Prior	clado_prob	clado_rates[1]	clado_rates[2]	clado_rates[3]	clado_rates[4]	clado_rates[5]	clado_rates[6]	clado_rates[7]	clado_rates[8]	clado_rates[9]	clado_rates[10]	clado_rates[11]	clado_rates[12]	clado_rates[13]	clado_rates[14]	clado_rates[15]	clado_rates[16]	clado_rates[17]	clado_rates[18]	clado_rates[19]	clado_rates[20]	clado_rates[21]	clado_rates[22]	clado_rates[23]	clado_rates[24]	clado_rates[25]	clado_rates[26]	clado_rates[27]	clado_rates[28]	clado_rates[29]	clado_rates[30]	clado_rates[31]	clado_rates[32]	clado_rates[33]	clado_rates[34]	clado_rates[35]	clado_rates[36]	clado_rates[37]	clado_rates[38]	clado_rates[39]	clado_rates[40]	clado_rates[41]	clado_rates[42]	clado_rates[43]	clado_rates[44]	clado_rates[45]	delta[1]	delta[2]	delta[3]	delta[4]	delta[5]	delta_param[1]	delta_param[2]	delta_param[3]	delta_param[4]	delta_param[5]	ma_base_rate	R_0[1]	R_0[2]	R_0[3]	R_0[4]	R_0[5]	R_0_param[1]	R_0_param[2]	R_0_param[3]	R_0_param[4]	R_0_param[5]	sum_rates[1]	sum_rates[2]	sum_rates[3]	sum_rates[4]	sum_rates[5]
1320	-1004.36	-1014.917	10.55682	0.006156104	0.107816	8.34363e-05	8.34363e-05	8.37927e-05	8.37927e-05	8.21737e-05	8.21737e-05	8.38241e-05	8.38241e-05	0.000224962	0.000224962	0.290392	0.000225805	0.000225805	0.000221442	0.000221442	0.00022589	0.00022589	0.000119486	0.000119486	0.000119423	0.000119423	0.154897	0.000117616	0.000117616	0.000119978	0.000119978	0.000155655	0.000155655	0.000155574	0.000155574	0.000156238	0.000156238	0.197887	0.000156297	0.000156297	0.000167372	0.000167372	0.000167285	0.000167285	0.000167999	0.000167999	0.000164753	0.000164753	0.217056	0.0026254	0.00257176	0.00300988	0.00101956	0.00304852	0.0026254	0.00257176	0.00300988	0.00101956	0.00304852	0.002797741	1.05709	2.84865	1.51302	1.97103	2.1194	1.05709	2.84865	1.51302	1.97103	2.1194	0.108483	0.292188	0.15585	0.199134	0.218391
1330	-998.7963	-1008.094	9.297595	0.002307054	0.13626	3.92963e-05	3.92963e-05	3.96003e-05	3.96003e-05	3.87806e-05	3.87806e-05	3.916e-05	3.916e-05	9.37061e-05	9.37061e-05	0.323452	9.42166e-05	9.42166e-05	9.22663e-05	9.22663e-05	9.3169e-05	9.3169e-05	4.95351e-05	4.95351e-05	4.94226e-05	4.94226e-05	0.172307	4.8774e-05	4.8774e-05	4.92512e-05	4.92512e-05	6.02991e-05	6.02991e-05	6.01621e-05	6.01621e-05	6.06276e-05	6.06276e-05	0.205407	5.99535e-05	5.99535e-05	7.26751e-05	7.26751e-05	7.251e-05	7.251e-05	7.3071e-05	7.3071e-05	7.15584e-05	7.15584e-05	0.249988	0.00199357	0.00176183	0.00254921	0.000426373	0.00140899	0.00199357	0.00176183	0.00254921	0.000426373	0.00140899	0.002285428	1.33906	3.18587	1.68412	2.05008	2.47084	1.33906	3.18587	1.68412	2.05008	2.47084	0.136574	0.324198	0.172701	0.205889	0.250567
1340	-1006.692	-1018.582	11.88996	0.008407148	0.123448	0.000130594	0.000130594	0.000131049	0.000131049	0.000129113	0.000129113	0.00013013	0.00013013	0.000294316	0.000294316	0.277206	0.000294808	0.000294808	0.000290453	0.000290453	0.000292741	0.000292741	0.00017837	0.00017837	0.000178047	0.000178047	0.168586	0.000176029	0.000176029	0.000177415	0.000177415	0.000194374	0.000194374	0.000194022	0.000194022	0.000194699	0.000194699	0.180998	0.000193334	0.000193334	0.000256008	0.000256008	0.000255545	0.000255545	0.000256436	0.000256436	0.000252648	0.000252648	0.240269	0.00255642	0.00237098	0.00272793	0.00121037	0.00200764	0.00255642	0.00237098	0.00272793	0.00121037	0.00200764	0.004157627	1.21391	2.73081	1.65501	1.8035	2.37538	1.21391	2.73081	1.65501	1.8035	2.37538	0.12449	0.27955	0.170006	0.182551	0.242311
1350	-1001.564	-1009.835	8.270978	0.01123554	0.115421	0.000164759	0.000164759	0.000166554	0.000166554	0.000163293	0.000163293	0.0001646	0.0001646	0.000424715	0.000424715	0.300498	0.000431478	0.000431478	0.00042303	0.00042303	0.000426416	0.000426416	0.000267258	0.000267258	0.000268588	0.000268588	0.191153	0.000266198	0.000266198	0.000268328	0.000268328	0.000260791	0.000260791	0.000262089	0.000262089	0.000264944	0.000264944	0.182875	0.000261835	0.000261835	0.000364708	0.000364708	0.000366522	0.000366522	0.000370515	0.000370515	0.00036326	0.00036326	0.257792	0.0014142	0.00191876	0.00302899	0.00101176	0.00182018	0.0014142	0.00191876	0.00302899	0.00101176	0.00182018	0.001862184	1.15104	2.98192	1.87641	1.83101	2.5606	1.15104	2.98192	1.87641	1.83101	2.5606	0.116739	0.30391	0.193294	0.184975	0.260722
1360	-1001.237	-1011.651	10.41391	0.00439182	0.127564	7.05555e-05	7.05555e-05	7.09799e-05	7.09799e-05	6.94496e-05	6.94496e-05	7.03557e-05	7.03557e-05	0.000167331	0.000167331	0.304403	0.000168857	0.000168857	0.000165217	0.000165217	0.000167372	0.000167372	7.82302e-05	7.82302e-05	7.84716e-05	7.84716e-05	0.143169	7.72415e-05	7.72415e-05	7.82493e-05	7.82493e-05	0.000106316	0.000106316	0.000106644	0.000106644	0.000107286	0.000107286	0.190375	0.000106342	0.000106342	0.000139669	0.000139669	0.0001401	0.0001401	0.000140943	0.000140943	0.000137904	0.000137904	0.253362	0.00198537	0.00230004	0.00291533	0.000696499	0.00201034	0.00198537	0.00230004	0.00291533	0.000696499	0.00201034	0.002805603	1.25632	2.98872	1.39728	1.89892	2.49465	1.25632	2.98872	1.39728	1.89892	2.49465	0.128126	0.305741	0.143794	0.191228	0.254479
1370	-1004.736	-1013.96	9.223606	0.005226734	0.117377	7.71497e-05	7.71497e-05	7.72724e-05	7.72724e-05	7.58184e-05	7.58184e-05	7.85353e-05	7.85353e-05	0.000190441	0.000190441	0.290187	0.000190891	0.000190891	0.000187299	0.000187299	0.000194011	0.000194011	0.000131057	0.000131057	0.000131158	0.000131158	0.200018	0.000128895	0.000128895	0.000133514	0.000133514	0.000127416	0.000127416	0.000127514	0.000127514	0.000127716	0.000127716	0.190801	0.000129804	0.000129804	0.000128544	0.000128544	0.000128643	0.000128643	0.000128847	0.000128847	0.000126423	0.000126423	0.199388	0.00255141	0.00263023	0.00279336	0.000859221	0.00447341	0.00255141	0.00263023	0.00279336	0.000859221	0.00447341	0.00209497	1.15058	2.84236	1.95605	1.9017	1.91854	1.15058	2.84236	1.95605	1.9017	1.91854	0.117995	0.291713	0.201067	0.191826	0.200413
1380	-1005.737	-1016.109	10.37219	0.006307335	0.1137	9.03661e-05	9.03661e-05	9.23522e-05	9.23522e-05	8.85385e-05	8.85385e-05	9.09174e-05	9.09174e-05	0.000209102	0.000209102	0.263996	0.000214064	0.000214064	0.000205224	0.000205224	0.000210738	0.000210738	0.000126346	0.000126346	0.000126562	0.000126562	0.16302	0.000124002	0.000124002	0.000127334	0.000127334	0.00016873	0.00016873	0.000169019	0.000169019	0.000172733	0.000172733	0.208717	0.00017005	0.00017005	0.000178426	0.000178426	0.000178731	0.000178731	0.000182659	0.000182659	0.000175116	0.000175116	0.226641	0.0025313	0.00270676	0.00496399	0.000629574	0.00333333	0.0025313	0.00270676	0.00496399	0.000629574	0.00333333	0.002636847	1.11597	2.5867	1.56296	2.08728	2.20722	1.11597	2.5867	1.56296	2.08728	2.20722	0.114424	0.265675	0.164028	0.210078	0.22807
1390	-1004.572	-1014.745	10.17317	0.001649802	0.133136	2.78106e-05	2.78106e-05	2.92431e-05	2.92431e-05	2.75322e-05	2.75322e-05	2.83008e-05	2.83008e-05	6.2272e-05	6.2272e-05	0.304853	6.62158e-05	6.62158e-05	6.23419e-05	6.23419e-05	6.40821e-05	6.40821e-05	2.84607e-05	2.84607e-05	2.87808e-05	2.87808e-05	0.146506	2.84926e-05	2.84926e-05	2.9288e-05	2.9288e-05	4.0045e-05	4.0045e-05	4.04954e-05	4.04954e-05	4.25812e-05	4.25812e-05	0.194078	4.12091e-05	4.12091e-05	4.2302e-05	4.2302e-05	4.27778e-05	4.27778e-05	4.49811e-05	4.49811e-05	4.23495e-05	4.23495e-05	0.21074	0.000657957	0.00179001	0.00703286	0.000770922	0.00358394	0.000657957	0.00179001	0.00703286	0.000770922	0.00358394	0.00253371	1.32484	2.99987	1.37106	1.92912	2.03784	1.32484	2.99987	1.37106	1.92912	2.03784	0.133362	0.305363	0.146736	0.194407	0.211085
1400	-1005.538	-1015.782	10.24485	0.001320511	0.121692	2.03328e-05	2.03328e-05	2.09473e-05	2.09473e-05	2.01937e-05	2.01937e-05	2.04479e-05	2.04479e-05	5.16217e-05	5.16217e-05	0.31573	5.37616e-05	5.37616e-05	5.18273e-05	5.18273e-05	5.24799e-05	5.24799e-05	3.10588e-05	3.10588e-05	3.13974e-05	3.13974e-05	0.195703	3.11825e-05	3.11825e-05	3.15751e-05	3.15751e-05	2.96926e-05	2.96926e-05	3.00163e-05	3.00163e-05	3.09235e-05	3.09235e-05	0.180364	3.01863e-05	3.01863e-05	4.14978e-05	4.14978e-05	4.19502e-05	4.19502e-05	4.3218e-05	4.3218e-05	4.16631e-05	4.16631e-05	0.255247	0.000618311	0.00171523	0.00478932	0.00101907	0.00229112	0.000618311	0.00171523	0.00478932	0.00101907	0.00229112	0.002785732	1.21104	3.10816	1.87006	1.7878	2.4986	1.21104	3.10816	1.87006	1.7878	2.4986	0.121856	0.316149	0.195954	0.180605	0.255583
1410	-1001.29	-1011.274	9.98357	0.001154268	0.14172	2.05275e-05	2.05275e-05	2.1156e-05	2.1156e-05	2.04048e-05	2.04048e-05	2.05039e-05	2.05039e-05	4.34803e-05	4.34803e-05	0.301827	4.4934e-05	4.4934e-05	4.33386e-05	4.33386e-05	4.35489e-05	4.35489e-05	2.60717e-05	2.60717e-05	2.61429e-05	2.61429e-05	0.186524	2.59867e-05	2.59867e-05	2.61128e-05	2.61128e-05	2.73698e-05	2.73698e-05	2.74446e-05	2.74446e-05	2.82849e-05	2.82849e-05	0.188858	2.7413e-05	2.7413e-05	3.55225e-05	3.55225e-05	3.56195e-05	3.56195e-05	3.67101e-05	3.67101e-05	3.54067e-05	3.54067e-05	0.246303	0.00136006	0.00163688	0.00474896	0.00102967	0.00152002	0.00136006	0.00163688	0.00474896	0.00102967	0.00152002	0.002550153	1.3998	2.97309	1.78273	1.87149	2.42896	1.3998	2.97309	1.78273	1.87149	2.42896	0.141886	0.302178	0.186732	0.189079	0.246589
1420	-1000.787	-1011.124	10.33677	0.000243798	0.136461	4.17357e-06	4.17357e-06	4.26705e-06	4.26705e-06	4.14599e-06	4.14599e-06	4.20574e-06	4.20574e-06	9.87338e-06	9.87338e-06	0.324991	1.01283e-05	1.01283e-05	9.84099e-06	9.84099e-06	9.98281e-06	9.98281e-06	3.94262e-06	3.94262e-06	3.95583e-06	3.95583e-06	0.132682	3.92969e-06	3.92969e-06	3.98632e-06	3.98632e-06	6.36766e-06	6.36766e-06	6.38898e-06	6.38898e-06	6.53209e-06	6.53209e-06	0.208212	6.43823e-06	6.43823e-06	7.62418e-06	7.62418e-06	7.64971e-06	7.64971e-06	7.82105e-06	7.82105e-06	7.59916e-06	7.59916e-06	0.252891	0.000777857	0.00111541	0.00338022	0.00044724	0.00189484	0.000777857	0.00111541	0.00338022	0.00044724	0.00189484	0.00287749	1.35441	3.21485	1.28375	2.07336	2.48249	1.35441	3.21485	1.28375	2.07336	2.48249	0.136495	0.325071	0.132713	0.208264	0.252953
1430	-999.8018	-1008.653	8.851419	0.001135787	0.121753	1.74231e-05	1.74231e-05	1.71904e-05	1.71904e-05	1.71116e-05	1.71116e-05	1.72827e-05	1.72827e-05	4.12499e-05	4.12499e-05	0.292192	4.09758e-05	4.09758e-05	4.0788e-05	4.0788e-05	4.11958e-05	4.11958e-05	2.94453e-05	2.94453e-05	2.96457e-05	2.96457e-05	0.205788	2.91156e-05	2.91156e-05	2.94067e-05	2.94067e-05	2.96241e-05	2.96241e-05	2.98257e-05	2.98257e-05	2.94273e-05	2.94273e-05	0.206089	2.95853e-05	2.95853e-05	3.78205e-05	3.78205e-05	3.80779e-05	3.80779e-05	3.75692e-05	3.75692e-05	3.7397e-05	3.7397e-05	0.26574	0.0016513	0.00234305	0.000975912	0.000513067	0.00151801	0.0016513	0.00234305	0.000975912	0.000513067	0.00151801	0.002107996	1.19911	2.85827	2.04031	2.0527	2.62064	1.19911	2.85827	2.04031	2.0527	2.62064	0.121891	0.29252	0.206023	0.206326	0.266042
1440	-999.7515	-1009.759	10.00766	0.0008145052	0.130504	1.34023e-05	1.34023e-05	1.344e-05	1.344e-05	1.32601e-05	1.32601e-05	1.33955e-05	1.33955e-05	3.02109e-05	3.02109e-05	0.298815	3.05338e-05	3.05338e-05	3.0125e-05	3.0125e-05	3.04326e-05	3.04326e-05	1.75404e-05	1.75404e-05	1.76781e-05	1.76781e-05	0.17398	1.74906e-05	1.74906e-05	1.76692e-05	1.76692e-05	2.0578e-05	2.0578e-05	2.07395e-05	2.07395e-05	2.07979e-05	2.07979e-05	0.201376	2.0729e-05	2.0729e-05	2.83494e-05	2.83494e-05	2.85719e-05	2.85719e-05	2.86523e-05	2.86523e-05	2.82688e-05	2.82688e-05	0.28026	0.000825499	0.00161707	0.00190309	0.000538929	0.00156549	0.000825499	0.00161707	0.00190309	0.000538929	0.00156549	0.002671716	1.29541	2.94299	1.7087	2.0046	2.76165	1.29541	2.94299	1.7087	2.0046	2.76165	0.130611	0.299057	0.174121	0.201542	0.280488
1450	-1001.107	-1008.966	7.859207	0.01319464	0.122265	0.000203476	0.000203476	0.000203223	0.000203223	0.000201168	0.000201168	0.000203144	0.000203144	0.000559789	0.000559789	0.333491	0.000556699	0.000556699	0.000551069	0.000551069	0.000556483	0.000556483	0.000341928	0.000341928	0.000340463	0.000340463	0.203448	0.000336601	0.000336601	0.000339908	0.000339908	0.000389714	0.000389714	0.000388044	0.000388044	0.000387562	0.000387562	0.229536	0.000387412	0.000387412	0.000428313	0.000428313	0.000426478	0.000426478	0.000425948	0.000425948	0.00042164	0.00042164	0.254749	0.0017789	0.00134297	0.00121704	0.000193357	0.00117769	0.0017789	0.00134297	0.00121704	0.000193357	0.00117769	0.001868908	1.21734	3.33472	2.0369	2.32156	2.5515	1.21734	3.33472	2.0369	2.32156	2.5515	0.123887	0.337939	0.206166	0.232641	0.258153
1460	-1007.332	-1015.227	7.894344	0.01047174	0.136761	0.000184425	0.000184425	0.000185896	0.000185896	0.000179078	0.000179078	0.000183043	0.000183043	0.000350382	0.000350382	0.270021	0.000360038	0.000360038	0.000346835	0.000346835	0.000354514	0.000354514	0.00025696	0.00025696	0.000261952	0.000261952	0.199605	0.000254358	0.000254358	0.000259989	0.000259989	0.000295809	0.000295809	0.000301556	0.000301556	0.000303961	0.000303961	0.221356	0.000299297	0.000299297	0.00033888	0.00033888	0.000345464	0.000345464	0.000348219	0.000348219	0.000335449	0.000335449	0.259201	0.00121008	0.00317648	0.00399931	0.000185399	0.00240346	0.00121008	0.00317648	0.00399931	0.000185399	0.00240346	0.001740548	1.36556	2.64478	1.9396	2.23284	2.55796	1.36556	2.64478	1.9396	2.23284	2.55796	0.138226	0.272845	0.201671	0.223757	0.261937
1470	-1002.977	-1009.729	6.751733	0.0180309	0.136552	0.000316675	0.000316675	0.000316379	0.000316379	0.000315099	0.000315099	0.000317808	0.000317808	0.000693109	0.000693109	0.305112	0.000699652	0.000699652	0.000696822	0.000696822	0.000702813	0.000702813	0.000468992	0.000468992	0.000473862	0.000473862	0.20626	0.000471504	0.000471504	0.000475558	0.000475558	0.000446469	0.000446469	0.000451106	0.000451106	0.000450684	0.000450684	0.195561	0.00045272	0.00045272	0.00056618	0.00056618	0.00057206	0.00057206	0.000571524	0.000571524	0.000569213	0.000569213	0.250128	0.000529775	0.00157384	0.00147876	0.00106837	0.00193729	0.000529775	0.00157384	0.00147876	0.00106837	0.00193729	0.00148246	1.38326	3.059	2.06987	1.97047	2.4988	1.38326	3.059	2.06987	1.97047	2.4988	0.139084	0.310697	0.21004	0.199163	0.254686
1480	-999.1927	-1008.359	9.166467	0.004715419	0.143612	8.55981e-05	8.55981e-05	8.67585e-05	8.67585e-05	8.45918e-05	8.45918e-05	8.4854e-05	8.4854e-05	0.000186656	0.000186656	0.317212	0.000190406	0.000190406	0.000185651	0.000185651	0.000186226	0.000186226	9.51206e-05	9.51206e-05	9.57338e-05	9.57338e-05	0.163844	9.46084e-05	9.46084e-05	9.49016e-05	9.49016e-05	0.000121595	0.000121595	0.000122379	0.000122379	0.000124038	0.000124038	0.204216	0.000121315	0.000121315	0.00016857	0.00016857	0.000169657	0.000169657	0.000171957	0.000171957	0.000167663	0.000167663	0.283986	0.00100867	0.00165982	0.00303801	0.000464729	0.000776065	0.00100867	0.00165982	0.00303801	0.000464729	0.000776065	0.002287398	1.42851	3.13511	1.59766	2.04234	2.83134	1.42851	3.13511	1.59766	2.04234	2.83134	0.144295	0.31871	0.164605	0.205194	0.285342
1490	-999.195	-1007.045	7.850223	0.01387099	0.134858	0.000237135	0.000237135	0.000237377	0.000237377	0.000235222	0.000235222	0.000237917	0.000237917	0.000551897	0.000551897	0.313912	0.000552505	0.000552505	0.000547489	0.000547489	0.000553761	0.000553761	0.000311083	0.000311083	0.000311108	0.000311108	0.177121	0.000308598	0.000308598	0.000312134	0.000312134	0.000360183	0.000360183	0.000360211	0.000360211	0.000360579	0.000360579	0.203215	0.000361399	0.000361399	0.000454204	0.000454204	0.00045424	0.00045424	0.000454704	0.000454704	0.000450576	0.000450576	0.259198	0.00144784	0.00145578	0.00155942	0.000637463	0.00179045	0.00144784	0.00145578	0.00155942	0.000637463	0.00179045	0.001766687	1.34803	3.1376	1.76855	2.04768	2.5822	1.34803	3.1376	1.76855	2.04768	2.5822	0.136753	0.318324	0.179607	0.2061	0.262825
1500	-1002.323	-1011.298	8.97423	0.008522038	0.122721	0.000133299	0.000133299	0.000134708	0.000134708	0.000132238	0.000132238	0.000133181	0.000133181	0.000332202	0.000332202	0.312585	0.000339395	0.000339395	0.000333173	0.000333173	0.000335549	0.000335549	0.00016779	0.00016779	0.00016963	0.00016963	0.15955	0.00016828	0.00016828	0.00016948	0.00016948	0.000202916	0.000202916	0.000205141	0.000205141	0.000207309	0.000207309	0.189414	0.00020496	0.00020496	0.000264045	0.000264045	0.00026694	0.00026694	0.000269762	0.000269762	0.000264817	0.000264817	0.248234	0.00101745	0.00212504	0.00320461	0.00131259	0.00203515	0.00101745	0.00212504	0.00320461	0.00131259	0.00203515	0.002085178	1.22529	3.08711	1.55925	1.88567	2.45374	1.22529	3.08711	1.55925	1.88567	2.45374	0.123788	0.315265	0.160901	0.191055	0.250365
1510	-998.9996	-1007.505	8.505435	0.00220941	0.117023	3.22963e-05	3.22963e-05	3.23941e-05	3.23941e-05	3.19098e-05	3.19098e-05	3.24598e-05	3.24598e-05	8.87233e-05	8.87233e-05	0.319613	8.87328e-05	8.87328e-05	8.74063e-05	8.74063e-05	8.89129e-05	8.89129e-05	5.29523e-05	5.29523e-05	5.27982e-05	5.27982e-05	0.191331	5.21663e-05	5.21663e-05	5.30655e-05	5.30655e-05	5.802e-05	5.802e-05	5.78511e-05	5.78511e-05	5.80262e-05	5.80262e-05	0.206507	5.8144e-05	5.8144e-05	6.55926e-05	6.55926e-05	6.54016e-05	6.54016e-05	6.55997e-05	6.55997e-05	6.46189e-05	6.46189e-05	0.237484	0.00174969	0.00145346	0.00176065	0.000239324	0.00196717	0.00174969	0.00145346	0.00176065	0.000239324	0.00196717	0.001967347	1.15265	3.15732	1.88437	2.0647	2.33419	1.15265	3.15732	1.88437	2.0647	2.33419	0.117281	0.320321	0.191753	0.206971	0.238007
1520	-998.0907	-1007.206	9.115542	0.00121587	0.13361	2.0207e-05	2.0207e-05	2.03352e-05	2.03352e-05	1.99897e-05	1.99897e-05	2.03778e-05	2.03778e-05	5.05393e-05	5.05393e-05	0.330097	5.05491e-05	5.05491e-05	4.96903e-05	4.96903e-05	5.06551e-05	5.06551e-05	2.92059e-05	2.92059e-05	2.90275e-05	2.90275e-05	0.191968	2.87153e-05	2.87153e-05	2.92728e-05	2.92728e-05	3.35356e-05	3.35356e-05	3.33307e-05	3.33307e-05	3.3542e-05	3.3542e-05	0.216682	3.36124e-05	3.36124e-05	3.86178e-05	3.86178e-05	3.83819e-05	3.83819e-05	3.86253e-05	3.86253e-05	3.79691e-05	3.79691e-05	0.254364	0.00201772	0.00139447	0.00203748	0.000303973	0.00225148	0.00201772	0.00139447	0.00203748	0.000303973	0.00225148	0.002275192	1.31127	3.25954	1.88364	2.16288	2.49066	1.31127	3.25954	1.88364	2.16288	2.49066	0.133772	0.3305	0.1922	0.21695	0.254671
1530	-1005.516	-1014.542	9.025784	0.006491981	0.13177	0.000106986	0.000106986	0.000107501	0.000107501	0.000106162	0.000106162	0.000108382	0.000108382	0.000262089	0.000262089	0.318954	0.000261777	0.000261777	0.000258516	0.000258516	0.000263921	0.000263921	0.000114924	0.000114924	0.000114236	0.000114236	0.140532	0.000113357	0.000113357	0.000115727	0.000115727	0.000149727	0.000149727	0.000148832	0.000148832	0.000149549	0.000149549	0.18081	0.000150774	0.000150774	0.000197353	0.000197353	0.000196173	0.000196173	0.000197118	0.000197118	0.000194662	0.000194662	0.243306	0.00222522	0.00161388	0.00210335	0.000831374	0.00293965	0.00222522	0.00161388	0.00210335	0.000831374	0.00293965	0.002084822	1.29744	3.1594	1.38537	1.80491	2.37902	1.29744	3.1594	1.38537	1.80491	2.37902	0.132628	0.321047	0.141449	0.182008	0.244876
1540	-1001.753	-1010.749	8.996015	0.002494329	0.136748	4.29201e-05	4.29201e-05	4.36748e-05	4.36748e-05	4.24016e-05	4.24016e-05	4.31854e-05	4.31854e-05	9.41827e-05	9.41827e-05	0.302563	9.62352e-05	9.62352e-05	9.34298e-05	9.34298e-05	9.5157e-05	9.5157e-05	5.61826e-05	5.61826e-05	5.64149e-05	5.64149e-05	0.183661	5.57334e-05	5.57334e-05	5.67637e-05	5.67637e-05	6.75751e-05	6.75751e-05	6.78546e-05	6.78546e-05	6.90477e-05	6.90477e-05	0.214463	6.82741e-05	6.82741e-05	7.92043e-05	7.92043e-05	7.9532e-05	7.9532e-05	8.09304e-05	8.09304e-05	7.85712e-05	7.85712e-05	0.256018	0.00165167	0.00207214	0.00386694	0.0008391	0.00270321	0.00165167	0.00207214	0.00386694	0.0008391	0.00270321	0.002135115	1.34862	2.97162	1.77265	2.1321	2.49903	1.34862	2.97162	1.77265	2.1321	2.49903	0.137092	0.303321	0.184111	0.215009	0.256654
1550	-1003.982	-1014.602	10.62045	0.001252791	0.12414	1.91367e-05	1.91367e-05	1.93193e-05	1.93193e-05	1.87729e-05	1.87729e-05	1.91206e-05	1.91206e-05	4.71309e-05	4.71309e-05	0.295527	4.67794e-05	4.67794e-05	4.54563e-05	4.54563e-05	4.62981e-05	4.62981e-05	2.88061e-05	2.88061e-05	2.83211e-05	2.83211e-05	0.182348	2.77826e-05	2.77826e-05	2.82972e-05	2.82972e-05	3.17141e-05	3.17141e-05	3.118e-05	3.118e-05	3.14775e-05	3.14775e-05	0.195078	3.11537e-05	3.11537e-05	3.4616e-05	3.4616e-05	3.4033e-05	3.4033e-05	3.43578e-05	3.43578e-05	3.3386e-05	3.3386e-05	0.216871	0.00438503	0.00262719	0.00360648	0.000676149	0.0025406	0.00438503	0.00262719	0.00360648	0.000676149	0.0025406	0.002855835	1.19074	2.88323	1.76221	1.94011	2.11763	1.19074	2.88323	1.76221	1.94011	2.11763	0.124292	0.295898	0.182574	0.195329	0.217144
1560	-999.0949	-1008.784	9.689193	0.0009911722	0.126283	1.55618e-05	1.55618e-05	1.57401e-05	1.57401e-05	1.54482e-05	1.54482e-05	1.56712e-05	1.56712e-05	3.89072e-05	3.89072e-05	0.31172	3.91024e-05	3.91024e-05	3.83772e-05	3.83772e-05	3.89311e-05	3.89311e-05	2.21572e-05	2.21572e-05	2.2016e-05	2.2016e-05	0.179555	2.18554e-05	2.18554e-05	2.21708e-05	2.21708e-05	2.56145e-05	2.56145e-05	2.54513e-05	2.54513e-05	2.5743e-05	2.5743e-05	0.203723	2.56302e-05	2.56302e-05	3.2283e-05	3.2283e-05	3.20773e-05	3.20773e-05	3.24449e-05	3.24449e-05	3.18432e-05	3.18432e-05	0.260465	0.00222528	0.00157408	0.00273803	0.000832831	0.00228797	0.00222528	0.00157408	0.00273803	0.000832831	0.00228797	0.002478027	1.23657	3.07194	1.74943	2.02241	2.54892	1.23657	3.07194	1.74943	2.02241	2.54892	0.126408	0.312031	0.179731	0.203928	0.260723
1570	-998.4758	-1008.65	10.17404	9.994706e-05	0.126272	1.57758e-06	1.57758e-06	1.61505e-06	1.61505e-06	1.56743e-06	1.56743e-06	1.59744e-06	1.59744e-06	4.14846e-06	4.14846e-06	0.331989	4.24661e-06	4.24661e-06	4.12142e-06	4.12142e-06	4.20031e-06	4.20031e-06	2.0018e-06	2.0018e-06	2.00162e-06	2.00162e-06	0.164003	1.98875e-06	1.98875e-06	2.02682e-06	2.02682e-06	2.74019e-06	2.74019e-06	2.73994e-06	2.73994e-06	2.80503e-06	2.80503e-06	0.21788	2.77444e-06	2.77444e-06	2.89819e-06	2.89819e-06	2.89793e-06	2.89793e-06	2.96676e-06	2.96676e-06	2.8793e-06	2.8793e-06	0.234854	0.00122114	0.00121196	0.003616	0.000561332	0.00248623	0.00122114	0.00121196	0.003616	0.000561332	0.00248623	0.002773434	1.24761	3.28047	1.58296	2.16686	2.2918	1.24761	3.28047	1.58296	2.16686	2.2918	0.126284	0.332023	0.164019	0.217902	0.234877
1580	-999.7147	-1008.289	8.574529	0.003503717	0.148392	6.54007e-05	6.54007e-05	6.56909e-05	6.56909e-05	6.49637e-05	6.49637e-05	6.52924e-05	6.52924e-05	0.000138027	0.000138027	0.314927	0.000139026	0.000139026	0.000137487	0.000137487	0.000138183	0.000138183	7.91931e-05	7.91931e-05	7.94139e-05	7.94139e-05	0.181491	7.88832e-05	7.88832e-05	7.92824e-05	7.92824e-05	9.13052e-05	9.13052e-05	9.15597e-05	9.15597e-05	9.19659e-05	9.19659e-05	0.206933	9.14081e-05	9.14081e-05	0.00011439	0.00011439	0.000114709	0.000114709	0.000115218	0.000115218	0.000113943	0.000113943	0.260564	0.00122603	0.00150816	0.00195856	0.000829867	0.0013401	0.00122603	0.00150816	0.00195856	0.000829867	0.0013401	0.0020084	1.4711	3.11339	1.78631	2.05951	2.58023	1.4711	3.11339	1.78631	2.05951	2.58023	0.148915	0.316032	0.182125	0.207665	0.261481
1590	-998.5976	-1008.437	9.839632	0.001428992	0.127674	2.28105e-05	2.28105e-05	2.32718e-05	2.32718e-05	2.24803e-05	2.24803e-05	2.28268e-05	2.28268e-05	5.39442e-05	5.39442e-05	0.301201	5.49681e-05	5.49681e-05	5.30986e-05	5.30986e-05	5.3917e-05	5.3917e-05	3.03092e-05	3.03092e-05	3.02724e-05	3.02724e-05	0.172655	2.98341e-05	2.98341e-05	3.0294e-05	3.0294e-05	3.65257e-05	3.65257e-05	3.64813e-05	3.64813e-05	3.7219e-05	3.7219e-05	0.200991	3.65073e-05	3.65073e-05	4.30136e-05	4.30136e-05	4.29614e-05	4.29614e-05	4.38301e-05	4.38301e-05	4.23394e-05	4.23394e-05	0.24034	0.00196709	0.00184323	0.0039025	0.000368765	0.0019157	0.00196709	0.00184323	0.0039025	0.000368765	0.0019157	0.002460841	1.2539	2.96173	1.66408	2.00539	2.3616	1.2539	2.96173	1.66408	2.00539	2.3616	0.127857	0.301633	0.172897	0.201284	0.240684
